BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,mol_smile
1.723,388.483,12.795,10.194,10.95,8.754,6.094,6.472,4.217,4.653,2.924,3.176,1.856,1.982,0.0,4.795,0.0,5.907,17.131,32.848,0.0,24.265,0.0,10.217,16.338,268.098,0.462,-1.1,18.0,251.608,15656.069,13.334,6.731,3.978,111.868,11.8,0.379,11.8,0.251,0.056,0.251,-0.056,-0.379,1.402,71.044,268.744,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,98.0,10.054,0.0,0.0,0.0,5.907,0.0,9.694,0.0,0.0,0.0,11.601,24.265,36.765,13.214,2.0,9.531,17.508,0.0,10.217,0.0,0.0,39.393,34.852,0.0,0.0,5.317,0.0,0.0,11.601,50.2,4.737,0.0,10.358,24.265,5.023,0.0,0.0,41.57,0.0,5.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1ccc(C(=O)NCCN2CCOCC2)cc1
2.396,529.714,13.665,10.36,11.177,9.182,5.936,7.318,4.193,5.714,2.752,4.391,1.975,3.344,16.707,9.003,0.0,11.003,0.0,11.127,0.0,0.0,60.664,0.0,5.734,273.082,0.133,-1.94,19.0,258.237,22883.131,13.491,6.292,3.513,114.459,12.365,0.369,12.365,0.23,0.131,0.23,-1.364,-0.369,2.01,76.931,273.357,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,98.0,5.734,5.753,0.0,5.907,0.0,0.0,9.003,0.0,0.0,0.0,60.664,11.127,10.8,5.25,2.0,9.003,16.707,0.0,0.0,5.734,5.25,5.753,71.791,0.0,0.0,5.734,0.0,0.0,0.0,15.869,15.594,0.0,16.377,60.664,0.0,0.0,0.0,60.16,0.0,-1.364,0.0,0.0,0.0,0.0,0.0,0.0,12.365,36.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
1.613,1140.53,25.389,20.053,21.565,16.452,12.127,13.04,11.061,11.953,9.693,10.86,8.089,8.811,33.378,19.49,0.0,47.381,19.262,5.573,18.406,12.142,26.847,0.0,32.356,520.142,0.593,-1.89,35.0,491.197,71392012.532,24.789,8.056,3.024,214.216,13.573,0.457,13.573,0.375,0.006,0.375,-1.53,-0.457,4.869,130.228,521.437,1.0,6.0,4.0,0.0,4.0,0.0,1.0,1.0,6.0,1.0,8.0,0.0,5.0,3.0,0.0,3.0,188.0,14.261,0.0,17.168,5.76,0.0,5.969,9.589,4.795,0.0,23.202,32.42,61.804,16.748,23.121,5.0,28.644,40.738,0.0,0.0,28.584,63.034,5.88,47.957,0.0,0.0,0.0,0.0,0.0,23.202,45.102,14.326,28.584,57.009,46.614,0.0,0.0,0.0,93.81,0.0,13.588,0.0,0.0,0.0,0.0,0.0,0.0,5.242,67.56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
2.097,581.468,14.872,13.187,13.187,10.159,7.772,7.772,6.268,6.268,4.545,4.545,3.405,3.405,0.0,0.0,0.0,5.415,0.0,19.51,22.502,0.0,7.048,72.595,0.0,280.194,0.368,-1.8,21.0,256.223,76901.766,14.151,5.531,2.338,127.347,3.245,0.341,3.245,0.045,0.062,0.045,0.062,-0.341,4.074,90.562,280.415,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,110.0,10.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.246,43.273,23.335,0.0,3.0,0.0,11.375,0.0,5.317,0.0,25.683,25.037,59.658,0.0,0.0,10.217,11.375,0.0,0.0,20.137,5.415,0.0,31.395,48.531,0.0,0.0,0.0,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CNCCCN1c2ccccc2C(C)(C)c2ccccc21
1.445,731.742,18.571,15.249,15.249,12.46,9.269,9.269,7.273,7.273,5.317,5.317,3.542,3.542,5.601,14.291,0.0,11.6,24.826,31.619,17.696,12.133,31.189,4.9,0.0,355.195,0.409,-2.04,26.0,329.245,770962.431,18.742,8.105,4.567,154.013,12.912,0.385,12.912,0.162,0.054,0.162,-0.742,-0.385,4.081,100.714,355.453,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,4.0,0.0,6.0,0.0,1.0,1.0,138.0,10.006,5.817,5.783,0.0,0.0,0.0,4.795,4.39,0.0,0.0,29.829,62.56,25.074,5.601,3.0,14.291,5.783,0.0,4.9,0.0,38.208,19.634,71.039,0.0,0.0,0.0,4.39,0.0,0.0,35.424,5.601,12.741,47.168,48.531,0.0,0.0,0.0,40.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.912,48.172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
1.845,670.244,14.353,11.99,11.99,10.126,7.713,7.713,6.93,6.93,6.15,6.15,5.238,5.238,6.104,10.213,0.0,17.268,17.709,19.386,11.127,6.066,12.142,18.024,4.737,285.136,0.529,-1.52,21.0,266.191,132503.362,12.067,3.623,1.207,123.195,10.441,0.504,10.441,0.165,0.16,0.165,-0.594,-0.504,1.198,77.577,285.343,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,110.0,19.85,12.208,11.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.218,38.064,22.938,0.0,5.0,14.95,0.0,0.0,4.9,5.918,36.506,13.592,35.412,0.0,11.499,4.737,0.0,11.499,0.0,46.955,11.836,5.918,17.548,24.285,0.0,0.0,0.0,52.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCC23C4Oc5c(O)ccc(c52)CC1[C@H]3C=CC4O
1.783,539.713,14.872,12.249,12.249,10.11,7.316,7.316,5.874,5.874,4.379,4.379,3.002,3.002,5.415,9.589,0.0,18.235,19.882,18.653,4.9,0.0,37.256,4.9,4.737,288.147,0.5,-1.72,21.0,268.187,85367.168,14.227,5.579,2.586,124.025,12.759,0.379,12.759,0.241,0.085,0.241,-0.732,-0.379,0.993,77.523,288.347,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,0.0,2.0,2.0,112.0,4.737,0.0,0.0,11.814,0.0,0.0,19.389,0.0,0.0,0.0,30.332,12.487,19.51,25.297,3.0,14.326,11.814,0.0,9.8,0.0,18.76,32.972,35.895,0.0,0.0,0.0,0.0,0.0,0.0,54.586,19.741,0.0,18.908,30.332,0.0,0.0,0.0,49.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O
1.121,1064.122,23.123,19.939,20.695,16.638,13.08,13.458,10.459,10.895,8.596,8.832,6.749,6.915,0.0,4.795,0.0,17.612,0.0,76.271,35.343,0.0,6.066,56.415,11.601,478.25,0.536,-2.08,34.0,443.788,101630880.584,22.388,9.177,3.918,207.598,12.95,0.341,12.95,0.241,0.249,0.241,-0.249,-0.341,4.743,137.818,479.068,1.0,5.0,0.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,6.0,0.0,4.0,0.0,3.0,3.0,180.0,15.117,5.539,0.0,5.907,0.0,0.0,9.694,0.0,0.0,0.0,35.866,87.237,42.576,6.166,6.0,4.795,28.883,0.0,15.117,0.0,63.071,37.624,58.614,0.0,0.0,10.217,11.375,0.0,11.601,60.135,17.636,0.0,49.652,42.465,5.023,0.0,0.0,38.82,0.0,6.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1ccc2c(c1)N(CCCN1CCC3(CC1)N1CCCCC1NC3=O)c1c(cccc1)CC2
2.215,817.84,17.104,13.008,13.008,11.613,7.295,7.295,5.229,5.229,3.716,3.716,2.628,2.628,4.923,14.909,0.0,24.87,16.963,5.563,24.142,6.066,30.332,4.992,4.737,325.106,0.176,-3.06,24.0,310.204,339888.541,15.821,6.592,2.888,137.891,12.368,0.364,12.368,0.27,0.046,0.27,-0.462,-0.364,2.383,89.406,325.324,0.0,7.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,122.0,4.737,13.276,0.0,0.0,11.595,0.0,24.801,0.0,0.0,0.0,30.332,6.066,30.369,16.322,3.0,14.455,22.994,0.0,0.0,4.992,0.0,25.285,69.772,0.0,0.0,4.9,11.375,0.0,0.0,36.928,9.531,10.114,11.127,53.523,0.0,0.0,0.0,85.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+]([O-])=O)ccc21
1.802,378.181,11.284,8.882,8.882,7.703,5.476,5.476,4.512,4.512,3.766,3.766,3.102,3.102,12.383,9.589,0.0,23.723,5.918,6.421,7.048,0.0,0.0,17.469,9.474,223.084,0.636,-1.52,16.0,210.124,9123.229,9.688,3.234,1.171,92.782,11.658,0.424,11.658,0.409,0.014,0.409,-0.711,-0.424,0.664,53.138,223.228,1.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,86.0,14.791,0.0,0.0,0.0,6.29,12.063,4.795,4.795,0.0,0.0,12.152,18.257,7.048,11.836,3.0,19.063,12.063,0.0,5.317,23.672,12.711,7.048,12.152,0.0,0.0,5.317,4.795,0.0,0.0,25.4,14.268,23.672,6.421,12.152,0.0,0.0,0.0,64.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=O)OC1OC(=O)C2[C@H]3C[C@H](C=C3)C12
1.589,639.542,16.071,13.326,13.326,11.22,7.899,7.899,5.689,5.689,3.972,3.972,2.59,2.59,0.0,5.107,0.0,5.75,0.0,62.031,0.0,12.133,25.123,20.414,4.737,314.174,0.412,-2.18,23.0,292.213,233489.471,15.706,7.391,4.176,135.662,9.349,0.508,9.349,0.151,0.25,0.151,0.25,-0.508,1.902,89.619,314.389,2.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,6.0,0.0,5.0,0.0,1.0,1.0,122.0,15.16,5.75,5.818,0.0,0.0,0.0,4.9,0.0,0.0,10.197,0.0,42.819,31.742,18.908,3.0,9.843,5.818,0.0,15.097,0.0,6.924,44.71,35.895,0.0,17.007,5.317,5.818,5.75,0.0,59.597,4.737,6.924,5.563,30.332,0.0,11.257,0.0,70.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1
1.079,1258.093,29.65,26.399,26.399,21.113,17.193,17.193,13.433,13.433,10.604,10.604,8.304,8.304,0.0,4.795,0.0,23.592,24.987,49.291,68.914,0.0,18.199,55.289,14.211,585.382,0.605,-2.79,43.0,534.421,8205277091.47,30.245,13.885,6.249,258.526,13.1,0.485,13.1,0.306,0.096,0.306,-0.374,-0.485,8.324,171.637,585.829,0.0,5.0,2.0,2.0,4.0,2.0,0.0,2.0,5.0,0.0,5.0,0.0,17.0,0.0,1.0,1.0,232.0,19.11,12.711,17.603,0.0,0.0,5.969,4.795,0.0,0.0,0.0,113.606,56.124,29.359,0.0,6.0,19.005,5.969,0.0,4.9,5.918,127.087,13.592,71.307,0.0,11.499,9.474,0.0,11.499,0.0,42.711,27.974,5.918,107.085,54.617,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,CCCCCCCCCCCCCC(=O)O[C@@H]1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(C1O5)CCN3C
1.582,1001.387,27.993,25.872,25.872,18.691,16.221,16.221,13.405,13.405,9.706,9.706,6.976,6.976,0.0,4.795,0.0,11.57,24.175,42.87,87.587,0.0,0.0,58.575,9.474,537.418,0.743,-1.81,39.0,482.389,412743787.965,30.156,13.702,7.686,238.456,13.251,0.483,13.251,0.311,0.108,0.311,-0.328,-0.483,9.313,162.582,537.829,0.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,12.0,0.0,1.0,1.0,218.0,14.374,17.1,0.0,0.0,0.0,5.969,4.795,0.0,0.0,0.0,66.22,118.603,6.421,5.563,4.0,14.268,11.542,0.0,4.9,11.836,136.532,19.634,28.833,0.0,11.499,9.474,0.0,11.499,0.0,36.105,4.795,11.836,142.058,17.706,0.0,5.573,0.0,38.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
1.924,701.823,19.82,17.73,17.73,12.654,10.736,10.736,9.802,9.802,6.861,6.861,5.1,5.1,0.0,9.901,0.0,22.852,24.374,29.718,25.683,0.0,6.066,40.685,4.737,372.266,0.708,-1.51,27.0,336.261,757271.154,20.23,7.485,4.023,164.058,12.125,0.508,12.125,0.133,0.007,0.133,-0.311,-0.508,6.264,109.688,372.549,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,150.0,9.843,22.883,0.0,0.0,0.0,0.0,4.795,0.0,0.0,0.0,46.454,49.8,30.241,0.0,3.0,14.638,5.783,0.0,0.0,5.918,102.919,0.0,23.26,0.0,11.499,4.737,0.0,11.499,0.0,16.491,10.21,5.918,103.03,12.133,0.0,0.0,0.0,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1C2CC(=O)CC1
