Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nAcid,naAromAtom,nAromBond,nAtom,nBase,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,nRotB,MW,XLogP
,-0.358,0.128164,8.2613,11.99697344,15.99794118,-0.425376469,0.058873558,2.666419116,3.111580884,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1.447213595,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.46,0,32.02621478,-0.499
,0.0243,0.00059049,45.9682,11.85,14.00408419,-0.298916454,0.161491475,6.259676734,9.725070244,0,6,6,26,1,13,0,0,2,2,1,1,3,0,0,0,0,0.11785113,0.287954585,0.223191992,0,0,0.091287093,0.161775839,0.112692557,0.538451691,0,0.164266427,0,0.370086324,0,0.094978753,0,8.388905057,5.877010098,4.970132251,4.18315398,3.436759657,2.251522506,1.15665389,0.782656998,7.402498881,4.478978392,3.424992539,2.589629436,1.904487451,0.994558617,0.4602175,0.259502292,1.440177475,2.343625286,2.53313012,0.88494501,1.270923395,1.090843823,7,6,0,4,2.34,1,162.1156986,1.13
,-0.3919,0.15358561,1.945,13.99687403,16.00097154,-0.109873054,0.111748562,2.277632991,2.865368229,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707106781,1.414213562,0.707106781,0,0,0,0,0,1.154320377,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1.13,0,44.00106262,-0.095
,-0.6854,0.46977316,16.0871,11.99654878,15.99794171,-0.421734983,0.06940086,3.629588158,5.362254858,0,0,0,12,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414213562,1.914213562,1,0.5,0,0,0,0,2.861427158,1.523334547,0.723606798,0.223606798,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1.68,1,60.05751494,0.282
,2.3162,5.36478244,31.0992,11.85,12.15006846,-0.204700117,0.095484966,5.76818117,7.534834103,0,6,6,15,0,7,0,0,0,5,1,1,0,0,0,0,0,0,0.102062073,0.102062073,0,0,0,0.032075015,0.032075015,0.288675135,0,0,0,0.166666667,0,0,0,5.112884175,3.39384685,2.743182156,1.89384685,1.306712822,0.90104757,0.204124145,0,4.386751346,2.410683603,1.654700538,0.940455735,0.534377897,0.303561201,0.06415003,0,0.40824829,0.433012702,0.40824829,0.19245009,0.166666667,0.12830006,5,6,0,0,2.23,0,92.06260032,2.459
,-0.6277,0.39400729,9.9426,11.99397673,15.9949159,-0.280823846,0.288680749,3.318997245,4.816115768,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0.068041382,0,0,0,3.577350269,1.732050808,1.732050808,0,0,0,0,0,2.062948829,0.781474414,0.402368927,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1.24,0,60.03236278,-1.686
,1.4194,2.01469636,48.7558,11.85,14.0030791,-0.316230497,0.098055617,5.354017609,8.89058877,0,6,6,26,1,11,0,0,0,5,1,1,2,0,0,0,0,0,0.102062073,0.072168784,0,0,0,0.032075015,0.022680461,0.49279928,0,0,0,0.321975275,0,0,0,8.104448007,5.325698503,4.253158111,3.157370557,2.158544187,1.621234435,0.713373161,0.402368927,7.171208396,4.038510687,2.87944541,1.87751242,1.069708798,0.671560205,0.276614354,0.133514232,0.861868066,1.076406275,1.260079655,0.510310363,0.518393826,0.507867787,8,6,0,3,2.45,3,149.1204496,2.152
,3.8402,14.74713604,100.7552,11.85,34.96885374,-0.273051738,0.25217428,5.655383903,11.61256745,0,16,17,46,0,27,0,0,1,12,3,2,2,0,0,0,0,0,0.222222222,0.381201393,0,0,0,0.071692986,0.110083655,1.597886324,0,0.618796457,0,0.869102917,0,0.233001201,0,17.97432702,12.02407581,10.63309134,9.540430598,7.324028988,5.940487083,4.096918953,3.133532921,15.41717837,8.822059882,6.637612382,4.990397749,3.046842404,1.987148739,1.138127791,0.709017182,4.563163582,6.943398999,10.04678101,2.058264634,2.478065334,2.835158165,12,19,1,4,3.33,5,352.1342411,5.564
,2.9807,8.88457249,47.9901,11.85,34.96985369,-0.333451674,0.285538556,3.681549036,9.444727816,1,6,6,19,0,13,0,0,1,6,0,1,0,0,0,0,0,0,0.068041382,0.184195286,0,0,0,0.024056261,0.0643754,1.099292352,0,0.11785113,0,0.476120942,0,0.038575837,0,9.844934983,6.092224153,5.626784904,3.723956311,2.704354597,2.007352271,1.305624172,0.44014107,7.970654603,4.146010904,3.100793443,1.775540299,1.194802577,0.646472521,0.354987353,0.08263396,1.649102101,2.015547203,2.548288872,0.649613874,0.807590558,0.802930744,9,7,0,2,1.79,3,219.9693995,2.563
,2.3123,5.34673129,68.3813,11.85,15.99592422,-0.27730466,0.280122227,4.680290693,12.49362973,0,12,12,31,0,21,0,0,1,10,2,0,0,1,0,0,0,0.083333333,0.467015857,0.541706037,0,0,0.03125,0.120915548,0.106695758,1.23125285,0.068041382,0.566635354,0.116153904,0.518728739,0.03125,0.163273277,0.027212213,13.29468245,9.232017366,8.228285859,7.105937469,6.462537507,5.090845036,2.90990957,2.099171734,10.08999927,5.979615496,4.390299098,3.282289758,2.404675079,1.564570917,0.764735468,0.443923902,3.464192653,6.826488435,9.759448116,1.292602455,2.004415629,2.231392706,9,6,0,2,2.67,2,252.0898777,2.653
,0.8256,0.68161536,59.883,11.99337075,14.00928421,-0.335082995,0.072760502,6.688381047,9.961520548,0,10,11,29,0,17,0,0,0,7,2,0,4,0,0,0,0,0,0.212027588,0.387737156,0,0,0,0.104253203,0.12948272,0.79794895,0,0.293217604,0,0.376332579,0,0.092933601,0,10.25071238,7.360173345,6.511601649,5.891933902,5.148738959,4.302128619,2.794906166,1.987288646,8.662392066,5.52034578,4.174981741,3.213454284,2.409749241,1.79238856,0.950318572,0.600017836,2.357343086,4.162302883,6.158024053,0.947925083,1.430525148,1.850251825,8,11,0,4,2.67,0,198.1156986,2.226
,-0.2649,0.07017201,91.2517,11.89,15.99793681,-0.389199892,0.21785934,4.755058697,9.766162525,0,6,6,52,1,24,0,0,1,6,1,6,4,0,0,0,0,0,0.068041382,0.135508755,0,0,0,0.024056261,0.033877189,1.825805468,0,0.204124145,0,0.806433118,0,0.046473128,0,18.1125197,11.32860626,10.13029735,6.797257839,5.188511181,4.029057096,2.501759911,1.865125265,14.88713694,8.321366148,6.093077729,3.312624282,2.075920016,1.353330212,0.682318853,0.402158961,2.868867887,3.850937933,5.176235251,0.997912619,1.062417067,1.185932557,16,12,0,4,2.78,11,336.2049076,1.715
,3.7605,14.14136025,88.7951,11.85,34.96885361,-0.276010903,0.139824928,6.463742183,11.85129304,0,17,17,35,0,25,0,0,2,11,2,2,0,0,0,0,0,0.096225045,0.389925437,0.487886262,0,0,0.02236068,0.105483684,0.120114794,1.37707013,0,0.35863639,0,0.691548153,0,0.11222033,0,15.10408353,10.73718344,9.77729252,8.581923719,7.621542025,6.434551143,4.62631569,3.641519375,12.74865674,7.427086127,5.627618309,4.007412793,2.964759405,2.093275911,1.259444009,0.819761153,3.496856913,6.288699403,9.31720075,1.377142306,2.047205384,2.535667986,10,19,1,0,2.78,1,308.0828742,5.5
,3.3752,11.39197504,91.0169,11.85,14.00308416,-0.308649122,0.101705649,5.744386719,11.99394636,0,12,12,44,1,23,0,0,0,9,5,1,3,0,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.067061488,1.149829914,0,0.247193875,0,0.736858262,0,0.100592232,0,14.65648977,10.2540202,8.982738022,7.262809385,6.252455047,5.294526856,3.828924622,2.944232484,12.97179314,7.769385702,6.02404445,4.203521425,3.103552223,2.265414682,1.488267017,0.985923074,2.56097718,4.350864458,6.367855926,1.336472708,1.885349852,2.355893268,10,14,0,4,3.55,3,277.1830499,4.926
,-0.0467,0.00218089,56.3816,11.98855296,16.00614481,-0.355249083,0.299059692,4.387946592,11.14975439,0,0,0,34,0,16,0,0,2,0,0,3,3,1,1,0,0,0,0.048112522,0.212378949,0,0,0,0.015625,0.041233726,1.629549111,0.083333333,0.537457479,0.11785113,0.988118095,0.0625,0.12319982,0.025515518,12.34493498,7.41955663,6.89791,5.320115036,4.182353457,2.53088149,1.983969088,0.504473335,9.923415484,5.589534827,4.605554592,3.075432665,1.839897609,1.207697735,0.737533769,0.160706654,3.662284135,5.829715996,6.421110188,1.711947189,2.010595832,1.83120427,9,8,0,7,2.12,4,226.1317426,2.079
,3.0355,9.21426025,51.9648,11.85,15.99491841,-0.27358958,0.246225457,5.083666649,10.04132166,0,11,11,26,0,15,0,0,1,8,0,1,0,0,0,0,0,0.07856742,0.383125254,0.494860619,0,0,0.028867513,0.116028912,0.118208859,0.941632388,0,0.334355769,0,0.406339672,0,0.111186807,0,10.12939203,6.698377303,6.024827151,5.099487571,4.268771634,2.950543404,1.434205597,0.939397644,8.266777097,4.510192006,3.294915968,2.352320071,1.508471214,0.872409378,0.3697945,0.192006223,2.417098016,4.089546012,5.360873589,0.924076459,1.176289346,1.2578571,8,12,0,0,2.34,1,188.0949631,1.321
,-0.6307,0.39778249,43.1471,11.98862993,16.00614364,-0.355247252,0.299033257,4.348650354,10.52100372,0,0,0,25,0,13,0,0,2,0,0,2,2,0,1,0,0,0,0.048112522,0.212378949,0,0,0,0.015625,0.041233726,1.22130082,0.083333333,0.537457479,0.11785113,0.579869804,0.0625,0.12319982,0.025515518,10.06047793,6.063714582,5.318941406,4.79122366,3.902297033,1.655659678,1.2261013,0.272165527,7.638958434,4.233692779,3.026585998,2.530521524,1.472098329,0.507630381,0.258649582,0.06223637,3.492677787,5.975113221,5.405399413,1.522383707,1.954309714,1.060560842,7,8,0,5,1.79,2,184.0847923,0.433
,1.3259,1.75801081,47.0024,11.85,15.99592018,-0.312208607,0.293242714,4.547960984,8.528627744,0,6,6,23,0,12,0,0,1,5,1,2,0,0,0,0,0,0,0.083333333,0.131445856,0,0,0,0.027777778,0.029926396,0.691044062,0,0.11785113,0,0.221225045,0,0.013888889,0,8.974691495,5.736382105,4.785910928,3.609268307,2.545942734,1.795136894,1.086624085,0.424757898,6.910354708,3.764072546,2.342478648,1.421817779,0.833630025,0.517934505,0.210588997,0.0745145,1.428468348,1.723229372,2.019892912,0.352952843,0.357405803,0.35978876,9,10,0,2,2.12,3,165.0789787,1.564
,1.157,1.338649,87.3724,11.9,15.99692974,-0.388988444,0.091412138,5.070027534,8.771590533,0,6,6,51,1,23,0,0,0,5,1,6,5,1,0,0.288675135,0.204124145,0,0.185395406,0.190019914,0.288675135,0.204124145,0,0.086703343,0.072648752,1.309295861,0,0,0,0.807791237,0,0,0,15.78624628,10.63103029,9.268303173,6.15385011,4.245943739,3.537901102,2.062708467,1.381282283,13.75490953,8.34143955,6.44001775,3.424339136,1.982116201,1.38448326,0.689379592,0.403992596,1.707286396,1.779869742,2.345147595,0.750807868,0.649617454,0.693913569,17,7,1,3,3,11,307.214744,2.366
,-0.5007,0.25070049,87.6035,11.99429073,15.99492044,-0.384288243,0.095016654,6.813667653,12.37835078,0,6,6,52,1,26,0,0,0,7,1,3,6,4,0,0,0,0.214076175,0.607735528,0.754093754,0,0,0.174792465,0.416632988,0.50904933,1.529869742,0.11785113,0.502733774,0.107038088,0.999003606,0.045643546,0.235288881,0.033848415,15.70045984,11.25496819,10.16481638,8.938950302,7.497671278,5.837653114,3.546270075,2.539922063,14.03189091,9.441528719,7.829313535,6.423835949,5.111974043,3.628035958,2.100953809,1.374655291,3.956796298,6.655190564,9.028636934,2.407951226,3.803863835,4.595652475,11,6,0,7,3.55,5,311.2249148,4.104
,2.9165,8.50597225,99.5087,11.85,78.91833748,-0.384864624,0.162836242,4.009496054,10.65499438,0,12,12,49,1,28,0,0,0,11,2,3,4,1,0,0,0,0,0.23883545,0.421312342,0,0,0,0.111457255,0.185310584,2.130766767,0.144337567,0.394144059,0.072168784,1.182187529,0.055901699,0.118427556,0.0186339,18.57070333,12.46014554,11.48234101,9.385943872,6.810080783,5.595389391,3.879857844,2.204173488,16.21315059,9.750771565,7.829416646,5.6378348,3.703029171,2.779570271,1.784916249,1.024429446,4.450142283,5.777764581,7.071533026,2.134599342,2.473576266,2.708022164,18,8,0,5,3.22,6,419.0896195,4.196
,1.7159,2.94431281,70.7496,11.89,15.9959237,-0.388887781,0.155194898,4.365085986,8.777886644,0,6,6,38,1,18,1,0,0,5,1,5,1,1,0,0,0,0,0.083333333,0.11785113,0,0,0,0.027777778,0.025229119,2.18266864,0.353553391,0.083333333,0,1.510193794,0.25,0.017010345,0,13.59601184,8.420833517,7.994721943,5.008267581,3.524298238,2.915794069,1.467049296,0.905644929,11.10364039,5.972005208,5.203691397,2.306751721,1.353769473,0.95760884,0.361551772,0.182464468,2.149872869,2.586709375,3.248012572,0.931826244,0.910513005,0.93406852,11,9,0,3,2.56,6,248.152478,1.902
,-1.8484,3.41658256,102.1906,11.98827458,15.99593035,-0.300511196,0.250909295,5.242458679,10.57174176,0,6,6,59,1,31,0,0,4,1,0,6,8,0,1,0,0,0.125,0.410284624,0.528812843,0,0,0.125,0.273972554,0.301964796,1.852051544,0.125,0.275783423,0,1.229901809,0.125,0.068004226,0,19.39913046,13.65139701,12.19713019,10.24373111,8.782168216,6.425445625,4.323447308,2.95353761,16.6841103,10.72803367,8.584362324,6.632111269,4.993323883,3.334006393,2.011188992,1.272573678,4.140235961,7.126120145,8.477187312,2.441380855,3.625291382,3.477609623,18,7,0,5,3,6,385.2477755,2.377
,0.4601,0.21169201,53.446,11.85,15.99592119,-0.311933875,0.293258103,4.665851381,8.645166077,0,6,6,29,0,14,0,0,1,5,1,2,2,0,0,0,0,0,0.083333333,0.131445856,0,0,0,0.027777778,0.029926396,0.691044062,0,0.11785113,0,0.221225045,0,0.013888889,0,10.38890506,6.736382105,5.493017709,4.128270708,2.806913775,2.098109768,1.383330579,0.597758698,8.32456827,4.764072546,3.11148105,1.877433242,1.01173973,0.631242694,0.303711006,0.133191512,1.428468348,1.674413836,2.009782884,0.352952843,0.348776354,0.357509806,11,10,0,4,2.34,5,193.1102788,2.491
,0.8565,0.73359225,42.9263,11.99347887,15.99592273,-0.273072981,0.289510704,4.963224266,9.556260609,0,9,10,24,0,15,0,0,2,1,0,0,0,0,0,0,0,0.096225045,0.244373193,0.514167899,0,0,0.028867513,0.068711215,0.111897666,1.252696494,0,0.599979125,0,0.545076318,0,0.142308011,0,10.45566545,6.53658126,6.232306059,5.877297755,4.481843313,3.124274223,1.970467231,1.054460032,8.182701232,4.107927643,3.233448966,2.316512895,1.471179885,0.86706189,0.416395747,0.173811131,3.705282687,5.934886904,8.621269734,1.156969032,1.462083728,1.729309751,7,11,0,0,1.68,0,194.0803756,1.552
,3.0137,9.08238769,70.2129,11.85,15.99491942,-0.261137958,0.280987894,5.044150526,11.1151388,0,12,12,30,0,20,0,0,0,12,2,0,0,0,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.056920215,1.049943305,0,0.337915717,0,0.404372439,0,0.088484166,0,12.53516943,8.770856948,7.815500107,6.60256674,5.937393845,5.114072541,3.424273062,2.423543513,9.706314847,5.729003814,4.124612648,3.018151561,2.210962543,1.558353734,0.859895785,0.507441332,2.683734122,4.868113744,7.506857617,0.94416966,1.40062731,1.726699424,8,18,0,2,2.78,1,236.0949631,2.296
,4.7717,22.76912089,91.5772,11.99851206,34.96938061,-0.308910556,0.122413972,5.722042969,12.09588921,0,12,12,40,1,23,0,0,0,12,0,2,1,0,0,0,0,0,0.196735636,0.422850777,0,0,0,0.086066699,0.217204684,1.438505049,0,0.247193875,0,1.066919779,0,0.136930639,0,14.81962648,10.14786705,9.274857208,7.302478732,6.293589788,5.578309202,3.990019244,3.077295492,13.91583771,8.33117204,7.010513421,4.940160424,3.830862073,3.093980459,2.024758109,1.387623289,2.870858196,4.75437656,7.457996159,1.854620422,2.716681455,3.878232314,10,13,0,3,2.89,4,318.0957474,4.923
,2.9934,8.96044356,80.1484,11.85,34.96885358,-0.280250259,0.220600038,5.176487229,11.54323465,0,12,12,34,0,23,0,0,2,12,0,0,1,0,0,0,0,0,0.170103454,0.205534367,0,0,0,0.056131276,0.063138193,1.50247305,0,0.449689636,0,0.689421824,0,0.13212515,0,14.98276318,10.0753874,9.270760617,7.879376182,6.679136479,5.505036807,4.010630824,2.704099066,12.17072613,6.89626684,5.263702192,3.715161072,2.581503339,1.825289638,1.14565999,0.615536182,3.676479208,6.170582116,9.54088407,1.385591168,1.882797273,2.419490882,9,18,0,3,2.67,1,300.0665554,2.283
,2.771,7.678441,54.3736,11.99853694,34.97015579,-0.262895918,0.153548388,6.726193569,10.59788188,0,6,6,23,3,15,0,0,0,6,0,2,0,0,0,0,0,0.144337567,0.170103454,0.243120851,0,0,0.0625,0.052007111,0.079288184,0.81161143,0,0.19245009,0,0.439130234,0,0.073192505,0,9.966255326,6.770856948,5.935510753,4.860979185,3.84637572,2.439172116,1.549833673,0.888561744,8.861264803,5.032230732,3.698629323,2.481035249,1.69295536,0.81042178,0.470407092,0.206636957,1.888541495,2.841870026,3.430565368,0.825312167,1.117287953,1.088929751,8,10,0,2,1.9,1,229.0173527,2.566
,2.9688,8.81377344,83.7357,11.85,14.00409228,-0.318998433,0.108055036,5.084318073,11.5108536,0,12,12,42,1,22,0,0,0,10,2,2,3,0,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.06412891,0.741581624,0,0.247193875,0,0.412280532,0,0.098348174,0,13.78624628,9.898178148,8.153769428,7.084888361,6.120693194,5.233746066,3.762709472,2.848987333,12.10154965,7.478802072,5.366169407,4.036996757,3.025064137,2.219151413,1.436692663,0.935634208,2.272302045,4.146740313,6.258833608,1.093767761,1.746981378,2.299200973,10,13,0,3,3.22,4,266.1782989,3.791
,3.1965,10.21761225,74.0401,11.85,34.96885348,-0.278384395,0.22592325,4.768115828,11.25798574,0,12,12,30,0,21,0,0,1,11,2,1,0,0,0,0,0,0,0.170103454,0.214363179,0,0,0,0.056131276,0.067371005,1.182849129,0,0.191638319,0,0.54472362,0,0.055604664,0,13.24227621,9.237183443,8.322327463,6.813479789,5.777935104,5.07655503,3.485329165,2.495717624,10.81526424,6.313176283,4.70537781,3.173924442,2.262072177,1.65211047,0.937846349,0.53785066,2.528789984,4.165842077,6.441417956,0.949119552,1.317255663,1.689884598,9,17,0,2,2.67,1,270.0559907,2.776
,0.9876,0.97535376,43.9812,11.85,14.00307859,-0.32722251,0.098031669,5.555038653,8.734442808,0,6,6,23,1,10,0,0,0,5,1,1,2,0,0,0,0,0,0.102062073,0.072168784,0,0,0,0.032075015,0.022680461,0.612372436,0,0,0,0.353553391,0,0,0,7.397341225,4.7876937,4.133584955,2.529482726,2.089508593,1.454567768,0.595522031,0.319035594,6.248558666,3.583168886,2.667006589,1.400502198,0.985878359,0.564235114,0.214650184,0.097739201,0.642228525,1.041888478,1.093412989,0.321975275,0.439826406,0.377862235,7,6,0,3,2.34,2,135.1047995,1.762
,3.2988,10.88208144,79.7368,11.85,34.96885353,-0.278163743,0.228374619,5.082489938,11.57235506,0,12,12,33,0,22,0,0,1,11,2,1,0,0,0,0,0,0,0.170103454,0.205534367,0,0,0,0.056131276,0.066101161,1.291742442,0,0.393802676,0,0.641288897,0,0.117954953,0,14.1125197,9.664703798,8.721629083,7.550805591,6.09531105,5.192245659,3.782793317,2.606845643,11.76247784,6.707603474,5.081522289,3.603930645,2.47760026,1.759196832,1.105710944,0.60196689,3.312035309,5.16270768,7.854917468,1.295927702,1.712699473,2.162991466,9,17,0,2,2.78,1,284.0716408,2.918
,3.3849,11.45754801,79.927,11.85,15.99491942,-0.366841263,0.116640362,5.607542969,10.63144565,0,12,12,40,1,20,0,0,0,10,2,2,1,0,0,0,0,0,0.204124145,0.11785113,0,0,0,0.06415003,0.037037037,0.877664387,0,0.136082763,0,0.567603421,0,0.03928371,0,13.50178923,9.270856948,7.784785313,5.829589442,4.742744666,3.74635981,2.177225017,1.70139676,11.62052841,6.633749826,4.87547377,3.027662328,1.993692891,1.342563173,0.692037241,0.4546763,1.66935723,2.632993162,3.479083566,0.798370915,0.93505947,1.020657901,10,6,0,2,3.11,6,255.1623145,3.158
,2.5778,6.64505284,107.9261,11.85,15.99693432,-0.347303921,0.166546597,4.994018338,10.28588394,0,12,12,57,1,31,0,0,0,10,3,3,4,2,0,0,0,0.07856742,0.486185048,0.720688901,0,0,0.051031036,0.233301361,0.303886737,1.607571956,0,0.32616718,0,0.975434277,0,0.089824799,0,19.50986092,13.67336639,11.94908506,10.51957006,8.694830842,7.230567748,4.83356107,3.640682583,16.81785836,10.22995982,8.070461213,6.285957346,4.712021514,3.566011334,2.17765414,1.539648922,4.083661899,6.487185019,8.89180277,2.044146014,2.89110647,3.500430477,17,10,0,6,3.66,6,379.214744,3.666
