Title,fragC,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,ECCEN,FMF,tpsaEfficiency,HybRatio,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,PetitjeanNumber,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,VABC,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,Zagreb
,989.05,0.380421946,-0.238574968,0.117124133,-0.157316252,0.103055311,22.21439024,24.82772938,34.43351544,43.37514746,44.14970679,1472.738028,1811.830483,2530.808449,3091.55253,2720.711971,0,0,5,4,2,1,3,0,0,0.288675135,0.166666667,0,0.39856859,0.711890024,0.288675135,0.129099445,0,0.162435223,0.247054388,1.293513353,0,0.449838599,0,0.623686555,0,0.138891915,0,13.68986997,9.754020195,8.975829375,7.593918989,6.788946537,5.925885903,4.243235549,3.044043501,11.12820425,6.766994856,5.256326351,3.488858094,2.532468774,1.815292854,1.112840485,0.649093096,3.388565832,6.026545631,9.621783598,1.277673229,1.809986775,2.369101639,259,0.9,0.218400373,0.26666666666666666,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64839319,5.325259516,2.390625,0,1.442060894,2.230316166,0,5.346465589,14.73533745,0,9.17259488,0,0,0,0,0,0,0,0,0.825481812,1.310370697,0,0.428571429,4,3,2,1,1,0,0,2,1,0,0,58.12,5.523561956,231.0924499,41.38056742,2.069028371,15.41011775,2.5851437,12.82497405,676,39,114
,709.05,0.407013954,-0.185776249,-0.137537021,0.18410242,-0.07804376,29.98184858,25.28068233,37.67174003,42.9723713,37.89318474,1452.418795,1720.172892,2417.208386,2729.484575,2276.463823,0,0,1,11,2,1,0,0,0,0,0,0,0.170103454,0.214363179,0,0,0,0.056131276,0.067371005,1.365578516,0,0.358304986,0,0.589215429,0,0.067389777,0,14.1125197,9.647867046,8.830075507,7.405451678,5.95521248,5.364373637,3.690989742,2.669876784,11.13272132,6.448468041,4.832992867,3.262820284,2.267290078,1.674689864,0.943850785,0.543699858,3.217244928,4.685513722,7.57643499,1.036979353,1.367806349,1.790740562,277,0.85,0.215660915,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,6.405827263,3.276621058893516,0,0,0,0,8.6630413,17.08090894,0,8.808001697,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0.5,3,2,2,2,0,0,0,2,1,0,0,61.69,5.459431619,242.820224,41.01123571,2.050561786,13.7942982,5.082179349,6.163271773,727,35,106
,328.06,0.508366912,-0.390392598,0.308227098,-0.268604074,0.073928657,15.98885928,16.32600329,24.90332734,25.42924759,19.62201973,698.0445099,829.3917053,1204.264256,1065.994067,669.1542536,0,0,2,1,0,0,0,0,0,0,0,0.096225045,0.265182903,0.484141846,0,0,0.028867513,0.071710452,0.09353511,1.134082478,0,0.44546688,0,0.443993336,0,0.100624615,0,9.585421959,6.109060905,5.823283735,5.202765967,4.10990715,2.786603539,1.818664987,1.040435748,7.235487637,3.713500452,2.84701035,1.974231387,1.210107804,0.710784393,0.327445571,0.151035597,3.033178235,4.83601677,6.446382072,0.895037308,1.051533493,1.133219018,124,0.692307692,0.403632637,0.2857142857142857,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,3.292517007,1.426872770511296,0.2,0.632455532,2.809664852,0,0,1.519671371,0,3.532775529,0,0,0.25,0,0,0,0,0,0.5,1.519671371,0.333333333,0.5,2,2,1,1,0,0,1,1,0,0,0,72.68,4.807354922,145.0370931,25.96737511,1.997490393,17.58596505,5.057544828,12.52842022,215,21,70
,2080.02,0.154386914,-0.079635979,-0.017768973,0.033740653,0.000814244,22.13444934,23.83063778,36.32891169,40.32891169,33.49509362,1736.139552,2098.911038,3177.493697,3442.576797,2638.399351,0,0,0,5,3,6,3,1,1,0,0,0,0.155437614,0.526800013,0,0,0,0.090786843,0.312626636,2.143623406,0.11785113,0.676613123,0.116153904,1.565917437,0.102062073,0.517142552,0.088388348,15.19830613,9.914539351,9.748799504,8.13411325,6.543860787,5.945195236,4.324358816,3.118701768,13.68695593,8.113932325,7.345474424,5.841357076,4.221946904,3.408827028,2.314545053,1.509052824,4.868807141,7.727603724,12.2906909,3.565703663,5.178132831,7.310474232,360,0.619047619,0.082290454,0.5789473684210527,0,0,0,0,0,0,4,0,4,0,1,3,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87901701,5.893877551,2.8125,1.163402608,6.929671289,6.079983846,1.271315882,8.407279638,16.39345284,2.955737938,4.733229431,2.941682753,0,0,0,0,0,0,0,0,0,0,0.454545455,3,1,1,1,0,0,0,3,0,0,0,23.47,5.523561956,298.4519426,42.69172897,2.032939475,6.038614676,2.546923434,3.491691242,870,39,116
,916.05,0.471849809,-0.238741358,0.227365659,-0.454883142,0.238802154,19.04336771,17.66100366,26.57037451,33.31801137,33.75206574,966.8371911,1118.68148,1586.618737,1752.255787,1309.115732,0,0,2,0,0,3,3,1,1,0,0,0,0.048112522,0.206136036,0,0,0,0.015625,0.03920628,1.350826006,0.068041382,0.704124145,0.144337567,0.721898531,0.051031036,0.302582445,0.056917725,12.34493498,7.484434886,6.534319908,5.598396826,4.94639738,2.32439944,1.780293163,0.470672871,9.923415484,5.654413083,4.252001202,3.385115543,2.360222661,1.007266523,0.555452965,0.138141815,3.906952096,7.422794071,7.936078212,2.018207649,3.003540471,2.608017632,182,0.375,0.332859063,0.7272727272727273,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,5.557655955,2.48828125,0.655185349,3.623245714,3.445131318,1.190550789,1.310370697,4.22385761,1.650963624,2.672696154,3.039342743,0,0.75,0,0,0,0,0,0.5,0,0,0.5,1,0,1,0,0,0,0,1,0,0,0,75.27,5,226.9106553,30.84721773,1.927951108,13.49351352,7.572613746,5.920899773,398,29,78
,1215.04,0.344567096,-0.12408466,-0.14898885,0.057023812,0.119299471,20.26889867,20.66100366,27.65755148,25.15484434,21.60147304,1015.706761,1140.301772,1480.848943,1278.040313,1056.54095,0,0,1,6,1,4,2,0,0,0,0,0.11785113,0.219416097,0.3476007,0,0,0.041666667,0.068945856,0.08218827,1.166339522,0,0.136082763,0,0.621037712,0,0.037843679,0,12.95781916,8.664703798,7.699540345,5.740273045,4.520037818,3.48351565,2.136749036,1.46224437,10.81112733,6.269124352,4.722831932,2.747902801,1.799078631,1.161526833,0.55149567,0.312249222,2.07760552,2.960283559,3.776488881,0.812180892,0.903272335,0.948995957,308,0.5,0.230825823,0.42857142857142855,0,0,0,0,0,0,2,0,2,0,0,5,2,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4099723,6.9632,4.266666666666667,0.5,1.953201912,2.183242085,0,6.380781705,11.59319396,0,3.102671684,0,0,0,0.333333333,0,0,0,0,0.125,0,0,0.5,2,2,1,1,0,0,1,1,0,0,0,57.28,5.247927513,233.2154651,36.11751242,2.006528468,11.53940601,5.59323932,5.946166691,687,22,88
,721.04,0.368101778,-0.177331322,0.124566586,-0.29181205,0.16117078,18.26889867,18.32891169,26.46345132,32.65382742,30.87103569,1040.271652,1227.730026,1747.878387,1880.949098,1419.133961,0,0,2,5,1,1,1,0,1,0,0,0,0.160987638,0.244569524,0,0,0,0.054172102,0.060753247,1.002364293,0.068041382,0.635379749,0.130245736,0.513060449,0.044194174,0.1774432,0.032773587,11.59601184,7.714379276,6.533858493,6.086892113,5.183765874,3.36784699,1.900096313,1.143235137,9.117461489,5.336698846,3.813487257,3.0700478,2.119740125,1.220005469,0.551605671,0.286525273,3.477847869,6.605100003,7.684119871,1.460986854,2.189354058,2.017078771,182,0.75,0.266843306,0.3333333333333333,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474,5.104166667,2.08,0,1.829607206,1,0.5,7.478012285,7.913333614,2.941713421,1.5,3,0,0.25,0,0,0,0,0,0.5,0,0,0.428571429,2,1,2,1,0,0,0,2,0,0,0,58.2,5.087462841,206.8870371,32.07423124,2.004639452,11.06941789,5.091666695,5.977751195,385,29,82
,1097.04,0.386388493,-0.246644925,0.028695186,0.113728775,-0.13606288,19.26889867,18.66100366,23.60165463,23.54628535,18.65700771,868.9885461,930.7072922,1121.095453,1044.889904,774.4351388,0,0,1,5,1,6,0,0,0,0,0,0,0.083333333,0.131445856,0,0,0,0.027777778,0.029926396,0.895168207,0,0.11785113,0,0.379338928,0,0.013888889,0,12.67336211,8.168233758,6.610661438,5.291790291,3.516025898,2.367335613,1.563591971,0.863590092,10.47888865,5.919862625,3.784810382,2.681484334,1.509810934,0.728631577,0.346026376,0.178578074,1.981054205,2.269275188,2.257540643,0.780984008,0.776140581,0.46620423,286,0.352941176,0.235271721,0.46153846153846156,0,0,0,0,0,0,2,0,4,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05882353,8.163265306,5.444444444444445,0.25,3.509530701,0.801188709,0,7.534630755,8.270956755,0,1.310370697,0,0,0,0.5,0,0,0,0.111111111,0,0,0,0.454545455,1,1,1,1,0,0,0,1,0,0,0,55.56,5.087462841,239.1759392,33.21771578,1.953983281,11.26277713,5.53648884,5.726288293,618,21,76
,1384.03,0.170992161,-0.104635598,-0.010308246,-0.001857229,0.083615665,26.84771364,26.33666201,37.67623242,40.78968769,33.70169978,1703.14136,2014.006351,2833.685606,2937.375126,2437.779639,0,0,0,12,0,2,1,0,0,0,0,0,0.212027588,0.37445125,0,0,0,0.089788215,0.196149669,1.149829914,0,0.247193875,0,0.877937543,0,0.136930639,0,13.94938299,9.754020195,8.641090013,6.960059955,6.081631043,5.244068618,3.697020215,2.877079232,12.85929456,7.853541728,6.429755696,4.649334685,3.662852525,2.772801303,1.825076544,1.223923512,2.517725009,4.350864458,6.599589725,1.656013297,2.518700018,3.362821261,315,0.7,0.111848351,0.29411764705882354,0,0,0,0,0,0,2,0,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,6.84,3.4425,0.5,3.642501552,1.2344268,0,15.19023416,15.32500126,0,3.301927249,0,0,0,0,0,0,0,0,0,0,0.25,0.444444444,3,3,1,1,0,0,0,3,0,0,0,31.78,5.459431619,268.4026135,41.24802737,2.062401369,9.751148683,0,6.561927738,789,31,104
,805.01,0.052973047,-0.022208919,0.0044158,-0.006153884,-0.003062132,13.77446904,13.33209198,18.66418395,20.32836791,17.66045989,797.8878141,891.2956198,1180.554272,1148.71244,838.2094995,0,0,0,4,2,4,0,2,0,0,0,0,0.068041382,0.146608802,0,0,0,0.024056261,0.038536065,1.131282283,0,0.429300367,0,0.799918635,0,0.203934466,0,10.00807169,6.03658126,5.605763509,4.138216807,3.313460459,1.933418746,1.083489183,0.549971941,8.833964941,4.85437508,4.0944749,2.342457806,1.511758481,0.846594349,0.46711246,0.187683741,2.51677396,3.779838016,4.35032263,1.338535224,1.457904172,1.526536944,119,0.461538462,0.113565066,0.5,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07692308,4.481481481,2.479338842975207,1.44224957,3.06523773,7.677038993,0,2.381101578,6.551853486,0,5.676240019,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,0,0,0,1,0,0,0,20.23,4.700439718,193.7326661,25.08929279,1.9299456,2.54124081,2.54124081,0,234,19,62
,1339.03,0.307469258,-0.108697137,-0.149294277,0.083759118,0.077537523,20.90891837,21.3286398,28.15900569,27.82248047,23.21392148,1114.199312,1248.299795,1611.401389,1534.800079,1219.686372,0,0,0,8,2,4,2,0,0,0,0,0,0.151374715,0.251375655,0,0,0,0.051834039,0.067525102,1.166339522,0,0.136082763,0,0.632202262,0,0.041066607,0,13.66492594,9.164703798,8.053093735,5.990273045,4.690861822,4.017536341,2.337581993,1.638275406,11.46582787,6.685791019,5.005061211,2.942578642,1.938193268,1.380286106,0.63508304,0.369122747,2.07760552,2.960283559,4.204641231,0.842683009,0.954998792,1.12154212,345,0.526315789,0.160095862,0.375,0,0,0,0,0,0,2,0,2,0,0,7,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,7.695266272,4.795005202913631,0.5,2.307569786,2.183242085,0,10.99141844,14.08016218,0,3.102671684,0,0,0,0.333333333,0,0,0,0,0,0,0,0.454545455,2,2,1,1,0,0,0,2,0,0,0,41.49,5.321928095,254.1742154,38.21829678,2.011489304,8.471428513,5.599054118,2.872374396,792,25,92
,1605.04,0.400459728,-0.269580868,0.062539858,0.052761182,-0.10362784,22.85440994,23.99363942,30.02125585,29.18743779,25.82772938,1287.078168,1434.05637,1836.194789,1812.166262,1623.354964,0,0,2,8,1,3,0,0,0,0,0,0,0.185395406,0.176776695,0,0,0,0.052622978,0.042093196,1.149829914,0,0.083333333,0,0.671658704,0,0.028867513,0,15.0791395,10.18587185,8.660068768,6.611063857,5.002571379,4.160765009,2.607357404,1.819653776,12.99001157,7.12449114,5.260842245,3.322894953,2.08745244,1.496971918,0.818955831,0.490683536,2.109183635,2.787130334,3.644540459,0.956827679,1.017473309,1.167470557,377,0.666666667,0.100286091,0.35294117647058826,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3553719,9.209183673,5.950413223140496,0.481411137,5.577151011,1.593987854,0,15.01665015,11.07106888,0,0.793700526,0,0,0,0,0,0,0,0,0,0.632455532,0.333333333,0.454545455,2,2,2,2,0,0,0,2,0,0,0,28.6,5.459431619,282.0370351,42.17272942,2.00822521,12.33585582,2.782921821,9.552934001,1004,27,100
,2851.07,0.506217343,-0.215423853,0.076054722,-0.171032954,-0.096978761,34.49090342,37.29506806,54.39956323,56.64857919,50.39497507,2129.521297,2538.279847,3622.618868,3654.48584,3033.268553,0,0,2,7,2,5,6,1,0,0,0,0.096225045,0.471707289,0.849104272,0,0,0.022821773,0.196536154,0.261581345,1.965282684,0,0.513039586,0,0.956692513,0,0.164722438,0,20.66456146,14.59735679,13.38586809,11.85330928,10.2134746,8.198498325,5.889963675,4.184749861,17.36378432,10.96306213,8.5801025,6.694743712,4.943831929,3.639137408,2.200770782,1.429731013,5.016550147,8.390739794,11.54941205,2.194093855,3.073705869,3.729592427,887,0.9,0.156407006,0.5217391304347826,0,0,0,0,0,0,1,0,10,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.82525952,9.469387755,4.577854671280277,0,2.095848057,1.810525376,0,15.18537506,24.3281909,0,7.833381386,0,0,0,0.090909091,0,0,0,0,0.1,0.845897011,0.2,0.470588235,5,3,3,2,0,0,1,4,0,0,0,64.16,6.087462841,371.9616538,62.53982264,2.084660755,21.43147292,5.717340732,13.16983897,2793,51,166
,1469.04,0.468893903,-0.235914343,-0.034234689,0.112155476,-0.056432826,22.68338741,23.99282375,33.2104693,29.59738679,27.32491573,1224.94373,1426.988681,1953.60081,1706.986697,1589.073588,0,0,1,5,1,1,6,1,0,0,0,0.262188697,0.355995966,0.358700747,0,0,0.216506351,0.148529001,0.119391584,1.159465946,0,0.166666667,0,0.548433656,0,0.062001411,0,13.94938299,9.758351493,8.566028401,7.21766063,5.970801203,4.120307816,2.983939989,2.169750215,11.8541369,7.373131936,5.639737981,4.232346004,3.065958614,1.527206888,0.961487416,0.619780034,2.625246355,4.055212666,4.800718148,1.141628644,1.519829714,1.437727631,340,0.85,0.172849825,0.5625,0,0,0,0,0,0,1,0,6,0,0,3,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,6.84,3.621301775147929,0,1.655450878,1.365408182,0,9.462650384,17.2365057,0,5.092905759,0,0,0,0.267261242,0.333333333,0,0,0,0,0,0,0.5,3,1,3,1,0,0,2,1,0,0,0,47.56,5.459431619,264.1444421,40.91426712,2.045713356,11.44426447,8.455613642,2.988650825,828,26,104
,1594.03,0.259171408,-0.132989136,-0.002874764,0.010594094,0.021948103,20.49442964,21.16300164,27.88264517,26.49509362,24.32891169,1207.301208,1364.659093,1798.815094,1685.296897,1446.944983,0,0,1,4,2,5,4,0,0,0,0,0.096225045,0.287863364,0.433898157,0,0,0.044194174,0.089711062,0.121358496,0.962215377,0,0.136082763,0,0.492901871,0,0.06159991,0,13.66492594,9.240713403,7.71221976,6.080033065,5.268192557,3.912228196,2.518407269,1.69886029,12.03726016,7.371698113,5.259844173,3.661499482,2.796126821,1.752110555,1.010805815,0.589372034,2.10774442,3.605454984,4.549831419,1.079690056,1.609852855,1.660645542,313,0.473684211,0.124294328,0.5625,0,0,0,0,0,0,2,0,7,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,7.695266272,4.231404958677686,0.166666667,4.468573901,1.078808949,0,12.77358341,12.16539253,0,3.532775529,0,0,0,0,0,0,0,0,0,0.166666667,0,0.5,2,1,1,1,0,0,1,1,0,0,0,32.34,5.321928095,269.9172076,38.18631842,2.009806233,8.95491275,2.545176722,6.409736028,759,25,92
,64.08,0.88441991,-0.434327789,-0.056235492,0.110679367,-0.261180591,23.28877801,15.73667973,31.27424271,25.71499532,35.17267814,184.7001147,203.4097638,270.7213296,232.3282534,184.460284,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.83411288,0.577350269,0.612372436,0.204124145,0.360356319,0.031173984,0.050507627,0.006363363,9.991563832,5.192705341,6.0733118,2.668120544,2.453738644,0.866025404,0,0,5.338456652,2.502882325,1.739040539,0.824248823,0.437553188,0.071428571,0,0,2.775311495,5.584765179,6.022906759,0.400030457,0.426026298,0.208880424,90,0,0.046148336,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.806228374,4.0,0,0,0,0,0,0.5,0.666666667,0,2,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.23,4.459431619,129.0035359,21.87379599,1.822816333,19.41074389,2.851057332,0,188,15,56
,2552.06,0.535069717,-0.264134876,0.016577534,-0.009674225,-0.078799198,33.13092311,34.57542453,49.56892545,52.20522108,44.09759081,1986.96252,2348.552994,3328.010599,3341.505168,2787.487334,0,0,1,12,1,3,4,1,0,0,0,0.083333333,0.506861176,0.751782207,0,0,0.039528471,0.207557858,0.272167423,1.908187544,0.083333333,0.600656045,0.092946256,0.976150938,0.055901699,0.203629125,0.031175122,20.26937395,14.08215401,12.58765938,11.02260903,8.797989337,7.024208808,4.885641389,3.340624857,16.44189492,10.20561956,7.83444314,6.132533898,4.422520691,3.125489309,1.89063449,1.250501465,5.045768014,7.912638947,10.05997328,2.350596928,3.402997222,3.725936821,836,0.896551724,0.133223379,0.391304347826087,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.203125,10.08,5.08680462241333,0,0,0,0,26.43713303,17.31596374,4.539749988,1.753475853,1.204613879,0,0.1,0,0,0,0,0,0,0.632455532,0.25,0.470588235,4,2,3,2,0,0,1,3,0,0,0,52.65,6,370.6848936,59.59085022,2.054856904,17.70642404,5.12677107,10.06299219,2602,47,154
,5051.03,0.24793449,-0.108200804,-0.005942413,0.010760137,-0.129140734,36.90891837,39.16272975,56.15900569,61.32119166,58.32119166,2664.143425,3112.794246,4364.361185,4616.973263,4188.994754,0,0,0,14,4,6,5,2,1,0,0,0,0.370790812,0.292433493,0,0,0,0.15647753,0.139919819,3.14609379,0.384900179,1.195201399,0.288675135,2.247133516,0.282274861,0.509476616,0.120987338,24.89069429,16.78086021,15.63945907,12.76921469,10.04078768,7.804147179,5.202457851,4.094013736,21.52899256,13.12531854,11.14438143,7.719571089,5.477087555,3.869548251,2.416677854,1.703358436,6.682961468,9.869847317,12.64714718,3.528834335,4.55707234,5.075413703,1092,0.828571429,0.092719556,0.4375,0,0,0,0,0,0,3,0,7,0,0,14,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.01939058,12.69753086,7.1053061224489795,1.5,6.062302735,2.405616081,1.603567451,0,25.18142009,7.099384022,2.811100341,2.786759507,0.076923077,0.1,0,0,0,0,0,0,0,0,0.5,4,3,4,3,0,0,0,4,0,0,0,43.7,6.247927513,484.7512172,71.16647321,2.033327806,8.635005997,5.181182844,3.453823152,4424,58,184
,2316.04,0.187166037,-0.105257887,-0.024399167,-0.002881258,0.104690846,37.97546668,35.67623242,50.34816669,55.29544003,45.65112219,2387.888523,2837.491638,4037.316142,4290.756206,3659.126494,0,0,0,12,0,2,5,0,0,0,0,0,0.28006897,0.545180816,0,0,0,0.150616421,0.329583499,1.348074696,0,0.365045005,0,1.077507553,0,0.228217732,0,17.22540387,12.25835149,10.71837954,9.567220094,8.002488739,6.918778672,4.883405408,3.765443062,16.70535977,11.22882451,8.937397847,7.295919187,5.473675611,4.387793841,2.95991013,2.016785142,3.69792515,5.961206461,8.780536528,2.641709967,3.792655971,5.144427238,477,0.88,0.154206195,0.42857142857142855,0,0,0,0,0,0,2,0,6,0,0,7,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36734694,8.347140039,3.983539094650206,0.1,4.413411404,2.313465851,0,17.81135732,21.57996503,0,5.10949831,0,0,0,0,0,0,0,0,0,0,0.25,0.454545455,4,3,2,1,0,0,0,4,0,0,0,57.08,5.807354922,343.7391174,52.0376963,2.081507852,12.86479107,0,6.859458253,1444,42,134
