Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nAcid,naAromAtom,nAromBond,nAtom,nBase,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,nRotB,MW,XLogP
,-0.2932,0.08596624,79.3215,11.89,31.97207206,-0.30663887,0.326112484,4.517777768,11.75682427,0,6,6,37,0,22,0,0,3,2,1,4,1,0,0,0,0,0,0.151374715,0.315641142,0,0,0,0.076933757,0.089738815,1.505502619,0,0.31030122,0,0.78827071,0,0.168820444,0,15.40541292,10.00723905,8.950592038,7.203121654,5.563690657,4.218235012,2.570007473,1.427059248,12.64450168,7.168880344,5.55037243,4.106788765,2.669588587,1.716773857,0.782326511,0.410120315,3.256674056,4.641181794,6.304728299,1.696090708,2.072372714,2.366924756,12,7,0,5,2.01,4,308.0943115,-0.306
,2.3821,5.67440041,71.0663,11.99333064,15.99491918,-0.295502987,0.233295941,5.113837989,11.41988447,0,12,12,33,0,20,0,0,1,8,4,0,2,1,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.071358725,1.049943305,0,0.337915717,0,0.511000977,0,0.126718394,0,12.53516943,8.770856948,7.815500107,6.60256674,5.937393845,5.114072541,3.424273062,2.423543513,10.09596454,6.220632003,4.733009073,3.680391108,2.830368294,2.084604752,1.273431925,0.769799516,2.683734122,4.868113744,7.506857617,1.269531792,1.963582858,2.522320885,8,6,0,2,3,1,237.1153642,2.712
,1.2588,1.58457744,116.7319,11.9,15.99794288,-0.389562632,0.120185836,5.596837132,14.60820257,0,6,6,64,1,37,0,0,0,6,2,4,7,4,2,0.288675135,0.204124145,0.068041382,0.593917163,1.649780925,0.288675135,0.204124145,0.029462783,0.363176696,0.906923304,4.096615943,0.503102817,1.546453505,0.39148274,2.70646105,0.278339756,0.939910243,0.229936467,21.38854058,14.76658763,15.5186261,13.8494859,13.17759296,12.83553232,11.21527346,9.824340099,18.72668699,12.00671136,11.66716464,9.670002654,8.462159309,7.644321263,6.118687475,4.87730821,9.460763985,18.983532,33.40829262,6.053328706,11.13001559,17.9159903,11,8,0,8,3.77,4,423.2409588,1.76
,-0.2186,0.04778596,59.4497,11.99337075,15.99592221,-0.34333114,0.261555325,4.429196875,9.008016446,0,0,0,41,1,16,0,0,1,0,0,2,7,1,0,0,0,0,0.102062073,0.072168784,0,0,0,0.102062073,0.072168784,0.90104757,0,0,0,0.579277476,0,0,0,11.80311862,7.68154055,6.511308339,4.270856948,3.014933559,2.21193845,1.329115249,0.705118357,10.70502148,6.485876644,5.066457085,3.283005273,2.212012043,1.566518517,0.72161598,0.399717226,1.129936127,1.204294106,1.246369267,0.739952833,0.756748066,0.724684413,12,3,0,7,2.56,7,227.1885292,3.36
,2.8488,8.11566144,90.7431,11.85,15.99492043,-0.379608912,0.118830789,6.151827314,12.49500625,0,18,18,42,0,26,0,0,2,12,3,0,1,3,0,0.23570226,0.253933894,0.068041382,0.877552918,1.422164004,0.23570226,0.23570226,0.058925565,0.456964674,0.653364533,1.30550074,0.096225045,0.672966233,0.135508755,0.7557639,0.032274861,0.249864591,0.034692731,15.70045984,11.29867839,9.940033175,8.628013822,7.254573894,5.820895263,3.420624485,2.623196679,12.83913828,8.032568902,6.227667519,4.653393174,3.478980182,2.412026188,1.340559884,0.879589233,3.829225797,6.543254719,9.463083955,1.809099472,2.703574406,3.370808597,11,6,0,3,3.55,4,301.1466644,3.743
,1.387,1.923769,53.7816,11.99852744,34.96938006,-0.280470693,0.218096914,4.602423397,10.49769482,0,6,6,23,0,17,0,0,2,5,1,0,1,1,1,0.204124145,0.353553391,0.204124145,1.061800307,1.768324944,0.204124145,0.306186218,0.138146464,0.468873848,0.533242617,1.440468673,0.068041382,0.523288744,0.082133213,0.84901552,0.051031036,0.187495507,0.027427012,10.62939203,7.142700969,6.993819047,6.005214289,5.044302115,3.703418876,2.259129617,1.36078816,8.544248127,5.135714155,4.489766394,3.326439495,2.303450649,1.448475004,0.787538879,0.427842545,3.500632453,5.641843367,7.386233645,1.657056424,2.144285261,2.161936849,9,6,0,4,2.23,1,221.0243562,1.447
,3.1548,9.95276304,83.7945,11.9933306,31.97207198,-0.337988494,0.225700641,5.719326722,11.88742242,0,12,12,36,1,22,0,0,1,12,0,1,0,0,0,0,0,0,0.212027588,0.368565375,0,0,0,0.089788215,0.189059853,1.360560522,0,0.305372026,0,0.919332023,0,0.139699385,0,14.1125197,9.664703798,8.836668157,7.030272202,6.522471909,5.435884536,3.769036156,2.89463432,12.35332929,7.318598296,6.088220167,4.263390443,3.372491487,2.578145593,1.619350916,1.086623339,2.866988632,5.440131561,8.353324515,1.61375618,2.471074497,3.369303414,9,15,0,2,2.78,3,284.0983343,2.682
,1.9131,3.65995161,77.4581,11.99851585,34.96938028,-0.372003967,0.184209314,6.159083048,12.25763053,0,12,12,34,2,22,0,0,2,9,1,2,0,1,0,0,0,0.144337567,0.25756419,0.331533153,0,0,0.055901699,0.080573827,0.098259378,1.317912881,0.096225045,0.644337567,0.144337567,0.62297209,0.02795085,0.142081502,0.022783828,14.00178923,9.709361997,8.639135424,7.615157183,6.154505718,4.574250758,3.025953384,1.999346329,11.50854992,6.775789489,5.025821076,3.566426628,2.440007236,1.590351057,0.929772981,0.51356089,3.776095281,6.303932136,8.842232973,1.307911286,1.776769914,2.074343974,10,6,0,2,2.56,3,287.0825399,1.934
,-1.3439,1.80606721,81.133,11.99615712,15.9992972,-0.374912511,0.228569874,4.543448961,9.314853361,0,6,6,55,0,24,0,0,1,5,1,2,8,0,0,0,0,0,0.055555556,0.149926145,0,0,0,0.020833333,0.035932185,0.969416097,0,0.30274943,0,0.311141065,0,0.043698116,0,17.78624628,11.63375892,9.093113874,7.054570142,5.253715202,4.206289106,2.88605959,1.728764819,15.229005,8.822150751,5.897477129,3.989411835,2.574596383,1.718146681,1.015997165,0.580606009,2.432248941,3.429571156,5.005363131,0.653999335,0.805084604,0.926547462,17,12,2,10,3,13,337.2253087,5.15
,3.8744,15.01097536,86.0204,11.99431371,14.00827855,-0.313947809,0.047822788,6.325388235,11.01549588,0,12,12,42,1,22,0,0,0,9,3,5,1,0,0,0,0,0,0.272165527,0.286531963,0,0,0,0.112032976,0.102456204,0.962215377,0,0.136082763,0,0.562932991,0,0.058627175,0,13.78624628,9.82649984,8.479986713,6.926446482,5.770894267,4.978879915,2.880754905,2.125817907,12.10154965,7.418993366,5.53159007,3.935883034,2.839256576,2.130549076,1.075189715,0.686915253,2.118715462,3.448705275,5.177541415,1.074131025,1.522587961,1.991871913,11,7,0,2,3.22,3,266.1782989,3.947
,2.062,4.251844,69.727,11.85,34.96885354,-0.307951037,0.263246324,4.778552554,11.53588789,0,12,12,31,0,22,0,0,1,11,2,1,0,0,0,0,0,0,0.170103454,0.214363179,0,0,0,0.056131276,0.066101161,1.393579738,0,0.247525279,0,0.600196176,0,0.0710829,0,14.1125197,9.647867046,8.871458997,7.135176805,6.411751183,5.30128061,3.688066762,2.645328163,11.20969143,6.460389879,4.87573005,3.284337504,2.383995392,1.690540557,0.976301225,0.553631844,2.886360308,5.255809514,8.012467158,1.052742365,1.521878719,1.935016293,9,18,0,2,2.56,1,286.0509054,3.333
,-0.9323,0.86918329,74.0368,11.89,15.99693279,-0.298153864,0.289811848,4.41876632,10.61823634,0,9,10,47,0,24,0,0,2,2,0,6,4,0,0,0,0,0.096225045,0.21618953,0.482940278,0,0,0.028867513,0.060256116,0.102991523,1.479174538,0,0.456324323,0,0.586108618,0,0.106890934,0,16.98276318,11.00643772,9.538583699,7.648789685,6.694301575,5.20662331,4.143410818,2.688560229,14.04069699,8.186861253,5.844809051,3.847182376,2.629689756,1.809709299,1.188305656,0.71982115,3.520491258,6.534371382,9.758806428,1.139155448,1.711066846,2.170687149,11,11,0,4,2.45,8,320.1848408,3.769
,-0.1857,0.03448449,95.4934,11.89,15.99793579,-0.392595466,0.178272775,4.90494015,12.79247702,0,0,0,53,0,28,0,0,0,5,1,3,6,4,2,0,0,0.072168784,0.425023735,1.128849142,0,0,0.072168784,0.338232378,0.782618623,3.254916084,0.321975275,1.913401426,0.587460045,2.196113266,0.224923877,1.054310172,0.277693646,18.19830613,11.63249982,12.1654901,11.1144447,9.404435621,7.557131464,5.719006126,4.293960281,15.28790956,9.490843162,9.166850693,8.230234745,6.908797299,5.159583666,3.837524089,2.750937281,8.965259868,15.23026809,22.43558146,5.80549712,9.860630808,13.42186628,12,6,0,11,3.33,1,344.1987596,1.629
,-0.8114,0.65836996,54.9691,11.99347879,15.99592374,-0.393447304,0.2241309,3.809956212,9.055620555,0,9,10,26,0,16,0,0,2,1,0,2,0,0,0,0,0,0.096225045,0.272165527,0.435283936,0,0,0.028867513,0.064422782,0.071852526,0.758091231,0,0.136082763,0,0.263571842,0,0.033322359,0,10.67336211,7.30886175,6.175370351,5.002505571,4.080519528,3.219320118,2.181127999,1.401210453,7.997687419,4.429786728,2.912359933,1.842910442,1.190587474,0.721132677,0.366549722,0.190243635,1.733815282,2.796699898,3.721532134,0.491083237,0.625992746,0.625824725,10,10,0,2,1.57,4,209.0912747,-0.795
,-0.7229,0.52258441,96.6067,11.89,18.99840791,-0.390394099,0.178403953,4.903015008,12.76168293,0,0,0,54,0,30,0,0,0,5,1,3,6,4,2,0,0,0.058925565,0.421097666,1.270366754,0,0,0.058925565,0.310941677,0.772401786,3.697589617,0.370790812,2.823258306,0.913764056,2.316192657,0.238002757,1.241759495,0.34917842,19.99119935,12.42522859,13.16374904,12.69054433,10.31553223,8.163437309,6.20699052,4.62308685,15.90598085,9.653402791,9.338797079,8.398047033,6.86130814,5.098575015,3.660579805,2.606489044,11.48425171,19.89040145,30.15813875,6.301316501,10.62368252,14.78405807,12,6,0,11,3.11,1,378.1842524,1.277
,-0.889,0.790321,110.9133,11.99613296,16.00080922,-0.411719702,0.193186296,4.695231924,13.15948468,0,0,0,62,0,34,0,0,0,5,1,5,7,4,2,0,0,0.131094349,0.671408407,1.740131864,0,0,0.082981826,0.406373995,0.969797879,4.299817571,0.528838768,1.599196557,0.428103034,2.763115288,0.298191522,1.000782212,0.244699667,21.68986997,13.98278312,14.88205023,12.95286654,12.12581522,10.59121793,7.804284291,6.050392604,18.18175641,11.12846225,10.87274322,9.046439115,8.038975229,6.415032906,4.659752762,3.444639399,9.589912302,18.88641695,30.84520425,6.212571052,11.29056305,16.63851346,13,6,0,11,3.44,2,416.219889,1.404
,-0.3435,0.11799225,100.0493,11.99737242,19.00013624,-0.390043708,0.181691873,4.556945348,12.77525017,0,0,0,56,0,30,0,0,0,5,1,4,5,5,2,0,0,0.068041382,0.397375629,1.108074977,0,0,0.068041382,0.351661031,0.838324233,3.299210376,0.303246536,1.834906334,0.524304124,2.333508098,0.221516953,1.01302905,0.232993903,19.7756564,12.59122493,12.80226003,11.93112766,10.37253873,8.412400494,6.088252418,4.633879984,16.2432243,10.040737,9.668164903,8.48358288,7.361876956,5.593571255,3.879415174,2.827281807,9.194401333,17.05260896,26.77921825,5.905951717,10.6046709,15.24853215,13,6,0,11,3.33,2,376.2049879,2.289
,2.6932,7.25332624,58.9386,11.89,14.00408616,-0.252023556,0.073599388,6.058326167,9.856446621,0,11,11,28,0,15,0,0,1,4,3,2,1,0,0,0,0,0.144337567,0.170103454,0.243120851,0,0,0.0372678,0.050408575,0.078299025,0.798943162,0,0.232307808,0,0.473461713,0,0.12319982,0,9.966255326,6.770856948,5.91356867,4.986347033,3.699133038,2.37062586,1.511078418,0.947363877,8.541071723,4.794871766,3.612657291,2.652566281,1.589910481,0.909908049,0.491822947,0.247674318,2.022644222,2.722450675,3.280026866,1.076215457,1.19680286,1.266886885,8,6,0,0,2.56,2,186.1156986,2.601
,0.7556,0.57093136,132.7348,11.89,18.99841008,-0.389575036,0.318009405,3.929896353,13.62026405,0,5,5,71,0,42,0,0,3,8,1,5,5,5,2,0,0,0.203263132,0.487172101,1.360066944,0,0,0.098209275,0.36086073,0.888414683,4.29028932,0.346383044,2.553668554,0.779005535,2.566943008,0.235190678,1.278471752,0.346090049,27.67299763,17.80805731,17.86491264,16.10028869,13.71919809,11.11148793,8.234191289,6.338820518,21.9919527,13.05696483,11.70738375,9.977897365,8.26441212,6.211220359,4.415518209,3.247976966,12.03574465,21.6729037,34.20379814,6.807775029,11.939994,17.165503,15,8,0,11,3.66,7,528.2159465,2.606
,2.1789,4.74760521,59.5314,11.99440278,31.97207166,-0.283988333,0.139328505,6.672248169,10.45305807,0,6,6,26,2,16,0,0,0,5,1,3,1,0,0,0,0,0.214076175,0.460367058,0.515548583,0,0,0.177755468,0.28941677,0.307203903,0.666666667,0,0.166666667,0,0.421790024,0,0.091666275,0,9.380468889,6.93265299,6.080637243,5.343990882,4.598669303,3.312145655,2.186890043,1.606760185,8.704594021,5.923872884,4.694704066,3.715337768,3.004795491,1.851819239,1.196995199,0.820886541,1.799113742,2.919189316,3.328993756,1.075118875,1.682849361,1.63880457,9,6,0,2,2.34,1,204.0721195,2.469
,0.9649,0.93103201,54.1445,11.85,14.00509078,-0.262505029,0.151351939,6.676305555,10.18032078,0,6,6,27,3,16,0,0,0,5,1,3,1,0,0,0,0,0.214076175,0.445075107,0.554832293,0,0,0.096726528,0.159042219,0.187079267,0.60549886,0,0.191638319,0,0.328799231,0,0.083116307,0,9.380468889,6.949489743,5.994132902,5.393934187,4.755804144,3.371137998,2.188874273,1.572739494,7.97984915,5.049028435,3.710947252,2.882433262,2.177816255,1.305203294,0.74318038,0.446242719,1.82649207,3.271882051,3.874997236,0.874757892,1.340176455,1.360555802,8,6,0,2,2.34,1,187.1109475,2.158
,1.6982,2.88388324,84.988,11.85,15.99592573,-0.339420339,0.222916922,6.771271484,11.71553869,0,12,12,46,1,26,0,0,0,10,2,2,6,0,0,0,0,0.102062073,0.482962913,0.51304971,0,0,0.034020691,0.189981359,0.164882236,1.146385863,0.083333333,0.463373161,0.083333333,0.566138248,0.020833333,0.12983985,0.013888889,15.53732314,11.38377671,9.804000011,8.775753805,7.584255592,6.26093008,4.021064349,3.118402278,13.28023372,8.54605133,6.372338619,4.873074615,3.659651605,2.656683641,1.432940881,0.952190211,3.488534976,6.305776084,8.78644967,1.418041413,2.185143516,2.624500229,11,6,0,7,3.33,3,309.1728792,3.685
,0.8406,0.70660836,104.5923,11.89,34.96985493,-0.388412915,0.190044735,4.576368447,15.24002996,0,0,0,53,0,30,0,0,0,5,1,3,6,4,2,0,0,0.072168784,0.41331486,1.138314983,0,0,0.072168784,0.327387084,0.831022325,3.497539829,0.389519551,2.555262517,0.896265373,2.724620257,0.308250445,1.896067734,0.602593341,19.82806265,12.54251309,12.85504453,12.60879982,10.03181004,8.110900929,6.08585915,4.526912045,17.18545291,10.49603428,10.34895014,9.901276407,7.97094326,6.098107896,4.435145433,3.133998715,10.83317151,18.46414688,28.18526202,8.295110378,14.0583247,20.9051541,13,6,0,11,3.11,2,412.1208149,2.289
,1.2197,1.48766809,113.7438,11.89,34.96985521,-0.381261497,0.258529231,3.877587097,15.25602452,0,0,0,58,0,33,0,0,1,5,1,4,6,4,2,0,0,0.072168784,0.41331486,1.138314983,0,0,0.072168784,0.327387084,0.831022325,3.905788119,0.389519551,2.555262517,0.896265373,2.807953591,0.308250445,1.896067734,0.602593341,22.1125197,13.89835514,14.41799336,13.17345702,10.48318801,8.696643271,6.538931561,4.815025355,19.0547359,11.37672994,10.97109302,10.16419601,8.126726781,6.238797808,4.572521291,3.241792392,11.06206007,18.48888498,28.49126309,8.351223864,14.091713,20.98287331,15,6,0,11,3.22,4,454.1313796,2.6
,3.2303,10.43483809,81.8375,11.99851815,34.97015634,-0.345922553,0.233801021,5.293829223,10.39208969,0,6,6,40,1,20,0,0,1,5,1,6,0,0,0,0,0,0,0.055555556,0.182469836,0,0,0,0.020833333,0.066167399,1.236369328,0,0.248005645,0,0.684990393,0,0.062870438,0,15.12095586,9.527605765,7.880527161,6.358378712,4.966002312,3.224090956,1.976729541,1.13480787,13.51462468,7.321540789,5.094840218,3.564112212,2.469652854,1.170218533,0.685871406,0.309131279,2.823018212,4.414597414,5.58236448,1.299069438,1.797958845,1.597382013,11,10,0,2,2.34,8,318.0901834,3.285
,0.1303,0.01697809,102.6422,11.9,16.00195893,-0.365791116,0.265052429,4.105780207,11.10106649,0,0,0,62,0,32,0,0,4,0,1,8,4,5,0,0.25,0.288675135,0.068041382,0.621200891,1.296470862,0.144337567,0.166666667,0.068041382,0.348044638,0.603039422,3.036451245,0.083333333,0.472137471,0.069444444,1.841056417,0.048112522,0.265631476,0.029926396,22.05167728,14.11873527,13.86497984,9.33267005,8.638212667,6.369657737,4.985182689,3.703368367,18.34297211,10.62700333,9.253407985,5.572576918,4.296222443,2.800709243,1.845234928,1.166598727,4.720668731,8.582036224,11.74554486,2.609600566,3.880052871,4.600854943,15,3,1,6,3,11,424.2097182,3.125
,-0.8202,0.67272804,137.7303,11.85,16.00299646,-0.378929918,0.336273142,4.001129303,13.17587776,0,6,6,83,0,42,0,0,2,5,1,9,7,0,1,0,0,0,0.134137088,0.233815981,0,0,0,0.044575015,0.064113323,2.616809824,0.068041382,0.842457894,0.112588111,1.033151487,0.044194174,0.228272769,0.030868822,30.41563832,19.61466384,16.7262601,13.06061578,11.08036065,8.191845018,5.868733135,4.489056164,24.04298882,13.92775757,9.713725976,6.709216477,4.576052961,2.972292628,1.838821923,1.20733434,6.112263834,11.47415194,16.36247933,2.299111185,3.550235786,4.150288458,19,8,2,4,3.11,20,578.2951793,2.301
,5.3675,28.81005625,132.0315,11.99735827,19.00060913,-0.300941506,0.156779592,4.092613609,11.51357513,0,18,18,66,2,36,0,0,0,16,2,7,2,1,0,0,0,0,0.352062073,0.452911625,0,0,0,0.137630571,0.139821227,1.659138802,0,0.136082763,0,0.820061419,0,0.068041382,0,22.88225812,16.16983643,13.95635294,11.39767091,8.906414728,7.436264956,4.654605797,3.355061579,19.09722094,11.91790103,8.774000502,6.507744413,4.585840675,3.305896263,1.910340485,1.284679657,3.496216782,4.889983216,6.357454287,1.733850671,2.257783499,2.485689193,20,7,1,4,3.99,10,449.2642548,5.771
,0.0234,0.00054756,99.4543,11.89,18.99941222,-0.390044419,0.178477073,4.556588723,12.7552241,0,0,0,56,0,31,0,0,0,5,1,4,5,5,2,0,0,0.068041382,0.389729653,1.099515886,0,0,0.068041382,0.345039421,0.821922368,3.508426199,0.303246536,1.87690334,0.514939755,2.391931033,0.221516953,1.009716886,0.227587382,20.64589989,13.00190853,13.34746555,12.30434413,10.77722123,8.936665167,6.480376416,4.719501491,16.49143227,10.10232492,9.762831862,8.4711212,7.355121707,5.542541056,3.872868236,2.735497016,9.566623591,17.90441883,28.84464575,5.94399331,10.70278583,15.39464201,13,6,0,11,3.22,2,394.195566,2.218
,1.9488,3.79782144,122.3082,11.99736021,19.00061081,-0.389554954,0.267098704,4.815751915,12.76436562,0,0,0,70,0,37,0,0,1,5,1,7,5,5,3,0,0,0.068041382,0.389729653,1.099515886,0,0,0.068041382,0.345039421,0.821922368,5.078575748,0.591921671,2.489275775,0.7190639,3.6835977,0.471516953,1.134716886,0.269254049,25.43035694,15.56907544,16.7836405,14.19381259,11.64875013,9.537775006,7.179004916,5.199437635,20.86071525,12.23302058,12.43085059,9.273178851,7.699735697,5.743362801,4.102545315,2.911036815,11.73269584,19.34849751,29.9962412,6.70758142,11.23775209,15.74097929,16,6,0,11,3.66,5,478.253081,3.705
,4.5776,20.95442176,95.6009,11.89,31.97207206,-0.305342367,0.082560073,6.090207176,12.32292307,0,12,12,44,1,25,0,0,0,12,0,4,1,0,1,0,0,0.102062073,0.488320517,0.662517556,0,0,0.079056942,0.303803798,0.412010009,1.957033454,0.176776695,0.247193875,0,1.71209327,0.176776695,0.136930639,0,15.15648977,10.64557839,10.17909482,8.451580832,7.589103931,6.386151107,4.252719451,3.311577406,14.06640134,8.783216071,8.005876647,5.950836523,4.828548478,3.589388034,2.185023898,1.472570793,3.809355729,6.897644372,9.739035465,2.769831422,4.462078566,5.451786049,10,13,0,4,3.22,2,310.1503699,4.718
