Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nAcid,naAromAtom,nAromBond,nAtom,nBase,nB,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,nRotB,MW,XLogP
,-1.5653,2.45016409,49.8887,11.85,15.99692826,-0.393153758,0.304547163,4.232206413,9.629922565,0,9,10,29,0,19,0,0,2,1,0,2,3,0,0,0,0,0.214076175,0.39856859,0.706441346,0,0,0.096908895,0.138689352,0.15823182,1.014741363,0,0.275377538,0,0.423855064,0,0.060774467,0,11.82806265,8.292024998,7.324507524,6.62568281,5.613403461,4.059119218,2.991992995,2.028076729,9.036072383,5.45879239,4.028379579,2.964183684,2.099448428,1.222445409,0.714156975,0.397499789,2.776484182,4.613725439,5.849593172,0.91199697,1.260483544,1.254592651,10,10,0,5,1.79,2,236.0909403,-0.08
,4.4091,19.44016281,101.2041,11.85,18.99941247,-0.327712282,0.295603196,4.101809922,11.62577106,1,16,17,48,1,32,0,0,2,12,2,4,0,0,0,0,0,0,0.267583143,0.576561543,0,0,0,0.114748542,0.176205848,2.352583103,0,0.636636523,0,0.962155665,0,0.147784079,0,20.70637782,13.84624435,13.14670123,11.10242295,9.124760896,7.979367104,5.961138259,4.500366444,15.73115892,9.165706382,7.134563164,5.251301882,3.591678604,2.684733012,1.593925057,0.981909728,5.488106587,8.473904122,12.94257252,1.944275411,2.47318058,3.122505982,14,21,1,2,2.89,3,399.1394481,5.256
,0.8692,0.75550864,154.4715,11.9883196,16.00646541,-0.351587066,0.328289581,5.744850148,11.72353423,0,15,16,80,1,50,0,0,4,9,4,4,9,2,0,0,0,0.27300174,0.908184956,1.926333055,0,0,0.150193258,0.381080145,0.688759803,4.035598471,0.262188697,1.455706392,0.170729566,2.067896492,0.074601262,0.492163622,0.023574648,29.67263315,20.67630759,20.33825058,18.59471547,17.02749949,14.49186768,10.74457026,8.578182021,24.45449878,15.39599492,13.18739843,10.62317056,8.649192247,6.531035278,4.407584866,3.12845992,10.36142119,19.04221313,30.92739087,4.648703448,7.528264536,10.5282309,18,9,0,6,3.99,5,583.2794696,2.293
,5.2727,27.80136529,139.63,11.85,15.99593182,-0.365233767,0.162876078,5.207399408,11.079467,0,18,18,74,1,38,0,0,0,15,4,6,6,0,1,0,0,0,0.370790812,0.325481449,0,0,0,0.15647753,0.136810675,2.790396285,0.288675135,0.686946596,0.144337567,2.016176118,0.25,0.313339971,0.083333333,24.67515134,16.89799805,15.46840498,12.15564239,9.553661604,7.668028106,5.051701109,3.907340541,21.45106195,13.01434661,10.73256931,7.018862945,4.830338945,3.416329382,1.998927309,1.330462864,5.084665213,6.908844717,8.495682093,2.673022506,3.098869768,3.201327798,20,8,1,5,4.65,10,469.2980798,7.395
,3.967,15.737089,67.4682,11.9,34.96885363,-0.268375631,0.434215698,4.206359375,10.64963965,0,6,6,30,0,23,0,2,0,5,1,1,2,2,0,0.288675135,0.204124145,0,0.188322688,0.453187546,0.288675135,0.144337567,0,0.072898412,0.134846764,2.789453924,0.322168784,1.188556899,0.575093279,0.869057466,0.039014249,0.138864914,0.027186434,15.25071238,9.816298692,10.21798515,7.283820098,6.051008176,5.30684441,3.638030277,2.562301474,11.30789806,6.589471442,5.363417607,3.218728304,2.140666437,1.534286525,0.90211659,0.482954653,5.107369831,8.140848135,12.77136236,1.362002828,1.770126522,2.210635283,9,10,0,6,2.23,1,315.0273909,4.633
,1.303,1.697809,102.8886,11.85,15.99592827,-0.391210005,0.207563869,4.876620355,11.66581324,0,12,12,53,1,28,0,0,1,10,2,3,4,0,0,0,0,0.11785113,0.386579869,0.332630319,0,0,0.091287093,0.165227344,0.120333194,1.626069987,0,0.400542696,0,0.853770039,0,0.147361068,0,18.51829709,12.5417139,11.17582011,9.200812016,7.18005057,5.527157425,3.191928952,2.275630437,15.21362621,9.08726141,7.008789675,5.120654527,3.505906251,2.263614454,1.231742796,0.783067663,3.768465256,5.439262284,7.376560241,1.76562933,2.237377771,2.503863067,13,7,0,4,3.22,7,353.2103273,1.706
,-0.5692,0.32398864,94.0196,11.99615142,16.00000913,-0.349697765,0.296235192,4.332280969,10.21199291,1,6,6,55,1,28,0,0,3,5,1,4,7,0,0,0,0,0.11785113,0.238144836,0.354860349,0,0,0.091287093,0.123362108,0.129534762,1.640144283,0,0.524139633,0,0.700346734,0,0.113820761,0,19.81119031,12.93475941,11.18215751,8.947817518,6.863424572,4.834783946,2.865441956,1.720974367,15.88886319,9.435378264,6.745158299,4.778175448,3.376785148,2.010875993,1.084204467,0.619554416,3.972204269,5.568398416,7.358104168,1.457892879,1.990513628,2.102596076,14,6,0,5,2.89,11,376.1998222,2.11
,3.2747,10.72366009,72.3963,11.89,34.96985424,-0.333601318,0.285261137,3.71966915,11.01734149,1,6,6,31,0,19,0,0,2,6,2,2,1,0,0,0,0,0,0.055555556,0.182469836,0,0,0,0.020833333,0.066167399,1.52405025,0,0.50055376,0,0.655148462,0,0.194927562,0,14.57698579,8.879116515,7.935364098,6.450724679,4.241645584,3.02100663,2.059693241,1.236190602,11.71576619,6.186998343,4.463797261,3.255098801,1.770375923,1.076069697,0.596950424,0.290031784,3.622490334,4.824528022,6.558915605,1.544686588,1.767837048,2.080295229,12,11,0,4,2.23,6,302.0112643,3.337
,-2.2892,5.24043664,54.9944,11.99624943,15.99826217,-0.41946475,0.084477391,4.378237138,8.34558314,0,0,0,38,2,13,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0.288675135,0,0,0,10.81155479,6.777916868,4.64950102,3.784145948,2.259872254,1.068931893,0.643950551,0.402368927,9.291768416,5.464119307,3.483740093,2.417397039,1.228559327,0.54120205,0.265556749,0.168611212,1.105171716,1.189722705,0.552585858,0.621898725,0.56884825,0.281056073,10,0,0,4,2.12,9,204.1837782,-0.344
,3.1057,9.64537249,86.1018,11.99617022,19.00041538,-0.346490068,0.314445394,3.616930058,10.78924165,1,10,11,44,1,28,0,0,2,6,2,6,0,0,0,0,0,0,0.174055176,0.462624349,0,0,0,0.084179627,0.157250492,2.07033199,0,0.656557116,0,0.88131287,0,0.1428766,0,19.00770721,12.34544301,11.46205531,9.600202488,8.416289711,6.832926931,4.984704192,3.835548589,14.13658561,8.126871118,6.266898086,4.604943092,3.216320468,2.332391822,1.373371229,0.816309875,5.031083258,8.773459696,13.37070257,1.807410957,2.426092135,3.055902601,13,15,0,2,2.34,4,369.1300262,4.488
,1.8901,3.57247801,74.6149,11.99852384,34.96938065,-0.327847941,0.292309163,4.669600533,12.2523657,1,11,11,32,0,22,0,0,2,8,1,1,0,0,0,0,0,0.144337567,0.157617628,0.226860842,0,0,0.03928371,0.048611111,0.071094795,2.559785703,0.288675135,0.641010869,0.11785113,0.779446405,0.029444386,0.148199958,0.008499862,15.62095586,9.786712266,9.816990806,6.882147235,5.638923497,3.651806899,3.023274799,1.638349991,11.49729863,6.410668629,4.90023744,3.207072571,2.16792545,1.226310241,0.744867992,0.359033874,3.988252671,6.103852477,7.33956106,1.332786609,1.706973159,1.752150878,11,14,0,0,1.79,5,330.0077202,1.2
,1.2666,1.60427556,103.3563,11.85,34.96985494,-0.391531829,0.207441834,4.639621829,11.00497569,0,6,6,52,1,29,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.337267227,0.442321084,0,0,0.091287093,0.170255642,0.207392474,2.206779636,0,0.49759976,0,1.220418045,0,0.224782264,0,19.55167728,12.8294076,12.10766714,9.606896609,7.490283174,5.642610445,3.968858702,2.965892063,16.9167434,9.981253495,8.147702216,6.043238977,4.148426445,2.756396972,1.730775855,1.13602448,4.623513182,6.180666814,7.86458169,2.477863845,2.938102293,3.28444163,14,6,0,4,2.67,6,413.1272972,1.423
,0.6253,0.39100009,99.8706,11.85,19.00041666,-0.391538714,0.416334887,3.518129333,10.96788763,0,6,6,55,1,31,0,0,2,4,2,8,4,0,0,0,0,0.11785113,0.352559179,0.35871803,0,0,0.091287093,0.173977158,0.1693584,3.245738087,0.288675135,0.763945795,0.144337567,1.110564863,0.013498731,0.153353692,0.004499577,21.1814338,13.63004886,13.55769621,9.971615183,7.881329115,5.808792485,4.286771491,3.219736713,16.36020025,9.747640119,7.779523337,5.60146016,3.98972213,2.613928941,1.672762317,1.105378562,5.404394053,7.169217455,8.363650682,2.064954931,2.601794396,2.753759281,15,6,0,4,2.67,7,413.1926266,1.104
,0.2248,0.05053504,106.8034,11.99615142,31.97207236,-0.416459611,0.207412956,4.638532163,10.98753218,0,6,6,56,1,29,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.375976929,0,0,0.091287093,0.173977158,0.189490201,1.939499261,0,0.330933093,0,1.097215355,0,0.117639407,0,19.38854058,12.9567288,11.76902108,9.443793737,7.492587596,5.642125819,3.975699503,3.024144251,16.9510517,10.76781072,8.31256835,6.22282173,4.329778996,2.878712578,1.896550836,1.217217389,4.035311615,5.649955285,6.913787575,2.190347259,2.75137436,2.910255687,15,6,0,4,2.89,7,391.192963,0.921
,0.094,0.008836,94.3297,11.9973826,19.00060861,-0.391533839,0.207463022,4.189227326,10.95628528,0,6,6,52,1,29,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.337267227,0.442321084,0,0,0.091287093,0.170255642,0.171022825,2.312725385,0,0.330933093,0,1.019079368,0,0.117639407,0,19.55167728,12.81257084,12.25749706,9.176259347,7.923236005,5.459881058,4.164965806,2.806359165,15.4048855,9.219341485,7.362537616,5.242539587,3.891153354,2.469017798,1.572855348,1.032737938,4.156206127,6.496539282,7.724881031,1.858277378,2.527975784,2.674769762,13,6,0,4,2.67,6,381.1863983,0.501
,-0.317,0.100489,93.8969,11.85,15.99693357,-0.391527402,0.207408325,4.636756599,10.95912885,0,6,6,52,1,27,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.371287918,0.330294582,0,0,0.091287093,0.178274395,0.158508116,1.735375116,0,0.330933093,0,0.89309121,0,0.117639407,0,17.81119031,12.02487714,10.97805729,8.624861844,7.039994796,5.253504042,3.524644045,2.730371799,14.8036571,9.020009807,7.070439403,5.163022214,3.7740048,2.457825013,1.513290437,1.028046866,3.542512335,5.13000889,6.350315347,1.750520853,2.340305626,2.507072568,13,6,0,4,2.89,6,345.2052419,0.179
,-0.4325,0.18705625,94.9397,11.85,15.99894871,-0.391534236,0.207444777,3.582129333,10.96774686,0,6,6,54,1,30,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.365163886,0,0,0.091287093,0.173977158,0.16789211,2.235375116,0,0.49759976,0,1.004894609,0,0.130062007,0,20.25878407,13.3294076,12.49884397,9.734337552,7.707753801,5.730155931,4.147413514,3.131800747,15.990017,9.519448579,7.508397808,5.467356367,3.913658283,2.568995573,1.623519054,1.079615575,4.582952449,6.116705362,7.360934444,1.94047836,2.492775972,2.662106989,15,9,0,4,2.56,7,390.1903201,0.071
,-0.206,0.042436,100.285,11.85,15.99794089,-0.391547973,0.207429096,4.637284567,10.96771747,0,6,6,56,1,29,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.375976929,0,0,0.091287093,0.173977158,0.166809741,1.939499261,0,0.330933093,0,0.961132592,0,0.117639407,0,19.38854058,12.9567288,11.76902108,9.443793737,7.492587596,5.642125819,3.975699503,3.024144251,16.13455512,9.543065845,7.432915539,5.479251682,3.921530706,2.567837349,1.628284928,1.082585516,4.035311615,5.649955285,6.913787575,1.897129655,2.470311178,2.629855313,15,7,0,4,2.89,7,375.2158066,0.094
,-0.5147,0.26491609,96.199,11.999,16.01707704,-0.391533976,0.207638758,3.654616151,10.97636416,0,6,6,54,1,30,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.365163886,0,0,0.091287093,0.173977158,0.16789211,2.235375116,0,0.49759976,0,1.004894609,0,0.130062007,0,20.25878407,13.3294076,12.51074936,9.66629617,7.769297477,5.866511024,4.051618027,3.186103191,15.990017,9.519448579,7.511852132,5.441581433,3.958135032,2.578892345,1.606869453,1.082605723,4.534839927,6.1636601,7.764570269,1.925597195,2.534550991,2.72389406,14,9,0,4,2.56,7,390.1903201,0.071
,-0.317,0.100489,93.8969,11.9961571,15.99871388,-0.416457034,0.207398398,4.636756843,10.9591288,0,6,6,52,1,27,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.371287918,0.330294582,0,0,0.091287093,0.178274395,0.158508116,1.735375116,0,0.330933093,0,0.89309121,0,0.117639407,0,17.81119031,12.02487714,10.97805729,8.624861844,7.039994796,5.253504042,3.524644045,2.730371799,14.8036571,9.020009807,7.070439403,5.163022214,3.7740048,2.457825013,1.513290437,1.028046866,3.542512335,5.13000889,6.350315347,1.750520853,2.340305626,2.507072568,13,6,0,4,2.89,6,345.2052419,0.179
,-0.8048,0.64770304,106.9158,11.85,31.97207242,-0.391536621,0.207435129,4.638795274,10.99175537,0,6,6,57,1,30,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.365163886,0,0,0.091287093,0.173977158,0.179555899,2.235375116,0,0.49759976,0,1.21460762,0,0.176638767,0,20.25878407,13.3294076,12.49884397,9.734337552,7.707753801,5.730155931,4.147413514,3.131800747,17.00166509,10.58535453,8.458264537,6.101509269,4.268960266,2.801545009,1.854829424,1.198772956,4.582952449,6.116705362,7.360934444,2.325293713,2.814390765,2.948626346,15,8,0,4,2.78,7,407.1878776,-1.108
,-0.7088,0.50239744,106.3922,11.85,31.97207248,-0.39153976,0.20748404,4.63890726,11.01483009,0,6,6,58,1,31,0,0,2,5,1,7,4,0,0,0,0,0.11785113,0.352559179,0.35871803,0,0,0.091287093,0.173977158,0.172469235,3.245738087,0.288675135,0.763945795,0.144337567,1.397930965,0.050999172,0.217920429,0.016999724,21.1814338,13.63004886,13.55769621,9.971615183,7.881329115,5.808792485,4.286771491,3.219736713,17.15479347,10.34836629,8.503946823,5.953290853,4.189964189,2.728691869,1.802197024,1.173385253,5.404394053,7.169217455,8.363650682,2.40096169,2.896061126,2.997981594,15,9,0,4,2.67,7,423.1827923,-0.3
,-2.2249,4.95018001,44.1188,11.99673891,15.99778879,-0.364412472,0.169092743,5.019049964,9.157836734,0,0,0,34,3,16,0,0,0,0,0,2,7,0,0,0,0,0.102062073,0.304894699,0.431186218,0,0,0.034020691,0.160557131,0.169248641,1.319479217,0.125,0,0,0.511995189,0.041666667,0,0,10.72576835,7.201907263,6.640681975,4.871082569,3.898143018,3.117699264,1.84680519,1.248017429,8.920944588,5.598457573,4.316783582,3.049259877,2.293627912,1.675856,0.793451033,0.47687291,2.11059856,3.265600528,3.646264684,0.871472221,1.355386701,1.432610499,10,4,0,4,2.01,3,213.147727,1.223
,0.2407,0.05793649,59.3752,11.99855161,34.96938076,-0.273378513,0.243878244,7.268328125,12.80182285,0,6,6,25,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0.114481121,0.351579285,0,0,0,0.047879728,0.112852808,3.054573407,0.49279928,0.780330086,0.201184464,0.89355419,0.054943971,0.190474106,0.015860958,12.84493498,7.716162048,8.66858933,5.950496536,4.992919191,3.558889824,3.072925766,1.488548549,9.430024292,5.449447333,4.547102457,3.095698899,2.173022557,1.412920645,0.901504821,0.416160277,4.558599854,7.249829171,9.187956281,1.547776213,2.052678948,2.339325418,8,15,0,0,1.13,1,296.9644755,-0.475
,2.2711,5.15789521,103.7163,11.99429066,15.99593032,-0.346912725,0.276614306,4.935217884,9.654712955,0,18,18,53,0,30,0,0,4,7,2,2,4,0,0,0,0,0,0.234708048,0.424376455,0,0,0,0.059170579,0.08679739,1.432625685,0,0.201184464,0,0.5885404,0,0.0372678,0,19.76937395,13.65219834,11.62891648,9.505234587,7.39396839,6.01007623,3.603662168,2.372602931,16.23512316,9.373585921,6.600321325,4.43953948,2.884042895,1.982257837,1.045733556,0.614699922,3.180935467,4.466198613,5.833223756,1.039747079,1.224458099,1.330398328,19,8,0,4,3,9,379.2008252,3.515
,4.9042,24.05117764,94.9554,11.85,34.96885377,-0.348762654,0.263478751,4.184024626,11.33496713,1,15,16,41,0,27,0,0,2,11,3,1,1,0,0,0,0,0.06415003,0.388644546,0.748911739,0,0,0.02795085,0.14579941,0.242127005,1.971973818,0,0.459564557,0,0.843362173,0,0.154391571,0,18.13746372,11.91792266,11.02397486,9.122616419,7.654431582,6.519506453,4.591215245,3.355226723,14.50162415,7.998502485,6.101449911,4.416130011,3.072992848,2.19519195,1.253538548,0.734914183,4.390215713,7.283617122,11.19811875,1.7351509,2.40792805,3.064923563,13,18,0,2,2.89,5,357.0767858,3.418
,0.3995,0.15960025,82.8735,11.98836054,31.97207218,-0.358019495,0.251535556,5.499225021,12.23776483,0,11,11,36,0,25,0,0,2,9,1,1,0,0,0,0,0,0.11785113,0.316592812,0.413404544,0,0,0.026352314,0.084411891,0.11767978,2.363346904,0.166666667,0.938003598,0.164266427,0.850930171,0.022807523,0.225410405,0.017987726,16.7756564,10.81940434,10.59854989,8.974064032,7.520055606,5.550741462,3.420307517,2.413263878,12.47337536,6.942930103,5.426347122,3.85748,2.631815851,1.63830265,0.887073909,0.49260918,5.575771566,9.183145743,13.73440581,1.765394077,2.378066723,2.867582699,12,21,0,3,2.01,3,335.0575916,2.575
,2.1976,4.82944576,68.3511,11.85,15.99692749,-0.331106932,0.267524345,4.336885958,10.1115816,1,11,11,32,0,21,0,0,1,10,1,1,1,1,0,0,0,0.19245009,0.460367058,0.717894612,0,0,0.101817522,0.200395325,0.254020425,1.236781144,0,0.477541895,0,0.507273333,0,0.124346803,0,13.40541292,9.18154055,8.311342769,7.241547468,6.179336503,4.443174798,3.031836361,2.211805719,10.24393949,6.202262214,4.669725473,3.579547727,2.628900899,1.584275985,0.928571041,0.566775494,3.366576404,5.526663743,7.134044413,1.23994294,1.806981288,1.861495729,11,13,0,4,2.67,3,255.0895434,2.066
,2.5363,6.43281769,85.01,11.85,18.99941132,-0.327720835,0.295586776,4.486880141,10.86284753,1,10,11,44,1,27,0,0,2,6,2,6,1,0,0,0,0,0,0.174055176,0.462624349,0,0,0,0.079823173,0.150715812,2.07033199,0,0.656557116,0,0.861830218,0,0.1428766,0,18.30060043,11.84544301,11.09353385,9.381557159,8.33388095,6.624718841,4.879107346,3.293472377,13.97454425,8.114874614,6.181399996,4.485704743,3.303674416,2.293891826,1.349723565,0.758571402,5.020815231,8.920455222,13.48193162,1.739038003,2.512706546,3.141939795,12,15,0,3,2.45,3,351.1394481,4.504
,3.9968,15.97441024,135.1536,11.85,34.96885415,-0.384581984,0.217361381,6.114274095,14.22667749,0,18,18,67,1,37,0,0,1,15,3,3,3,1,1,0,0,0,0.359626262,0.391928559,0,0,0,0.147829507,0.169940264,2.678176275,0.212378949,0.96652522,0.179493875,1.588928789,0.100095873,0.343218385,0.056165398,24.18358751,16.34882632,14.90780893,12.81271412,10.05861978,8.448004301,5.56969665,3.802990521,20.70932695,12.26478952,9.903514796,7.424248281,5.283451082,3.949952139,2.413033659,1.521352843,6.823412075,10.85277277,15.29643446,3.372619622,4.750240876,5.717615077,16,6,1,5,4.1,8,476.2230562,5.465
,4.111,16.900321,107.1937,11.99428421,34.96885384,-0.303033717,0.340107427,4.623456183,12.80765309,0,12,12,50,0,30,0,0,1,7,5,4,4,0,0,0,0,0,0.234708048,0.358700747,0,0,0,0.101474535,0.138190214,1.5743207,0,0.400211292,0,0.857748063,0,0.134186076,0,18.80275414,13.1690351,11.64606923,10.07789401,8.697056258,7.400193256,5.456222076,4.238626121,16.25866627,9.916434168,7.413559157,5.610038058,4.251929535,3.273248893,2.120063482,1.41788319,4.031283695,6.770220945,10.15550851,1.876196664,2.809581623,3.770450603,14,14,0,5,3.33,3,382.1448058,3.817
